id,question,A,B,C,D,Answer,Explanation,Hint
44,"In the liquidity preference framework, a one-time increase in the money supply results in a price level effect. The maximum impact of the price level effect on interest rates occurs:",at the moment the price level hits its peak (stops rising) because both the price level and expected inflation effects are at work.,"immediately after the price level begins to rise, because both the price level and expected inflation effects are at work.",at the moment the expected inflation rate hits its peak.,at the moment the inflation rate hits it peak.,A,"The correct answer is
Option A
When the supply of money in the market increases or decreases, it affects the price level effect, i.e., interest rate. The price level effect stops rising when inflation peaks because the supply of money in the market decreases and the price level reaches its highest point.
The explanation of incorrect options are:
B) immediately after the price level begins to rise, because both the price level and expected inflation effects are at work:
The impact of an increase in the price level decreases the economy's purchasing power. The lending and borrowing activities reduce, and the price level effect does not reach its peak.
C) at the moment the expected inflation rate hits its peak:
A limitation to the rise of the predicted inflation will not affect the price level effect. When the actual rate of inflation hits its peak, the price level will be affected maximum.
D) at the moment the inflation rate hits its peak:
To impact the price level effect, the inflation shall hit its peak, and the liquidity effect shall be maximum.",Law of Demand and Supply: The law of demand and supply establishes the relationship between the suppliers and buyers of the goods and services to determine the commodity's price. The law of demand and supply works at a given level of the number of goods or services.
45,"During the most recent month, Campbell Company began operations with a cash balance of {eq}\$0

{/eq} and made cash sales of {eq}\$162,000

{/eq}. During this same time period, the company paid {eq}\$64,000

{/eq} in cash expenses. Additionally, the company purchased supplies on account {eq}\$68,000

{/eq}, made sales on account, {eq}\$180,000

{/eq}, and paid cash on account {eq}\$12,000

{/eq}.","If cash at the end of the month totals {eq}\$148,000

{/eq}, how much cash was received on an account?",What is the total amount still to be paid?,What is the total amount still to be received?,,A,"PART - A)
{eq}\begin{align*}{\rm\text{Cash}}\,{\rm\text{received}}\,{\rm\text{on}}\,{\rm\text{account}}&= {\rm\text{Closing}}\,{\rm\text{balance}} - {\rm\text{Opening}}\,{\rm\text{balance}} -{\rm\text{Cash}}\,{\rm\text{sales}} + \,{\rm\text{Cash}}\,{\rm\text{expenses}} +{\rm\text{Cash}}\,{\rm\text{paid}}\,{\rm\text{on}}\,{\rm\text{account}}\\&= \$ \,148,000 - \$ \,0 - \$ \,162,000 + \$ \,64,000 + \$ \,12,000\\&= \$ \,62,000\end{align*}\

{/eq}
PART - B)
{eq}\begin{align*}{\rm\text{Amount}}\,{\rm\text{still}}\,{\rm\text{to}}\,{\rm\text{be}}\,{\rm\text{paid}}&= {\rm\text{Supplies}}\,{\rm\text{on}}\,{\rm\text{account}} -{\rm\text{Cash}}\,{\rm\text{paid}}\,{\rm\text{on}}\,{\rm\text{account}}\\&= \$ \,68,000 - \$ \,12,000\\&= \$ \,50,000\end{align*}\

{/eq}
PART - C)
{eq}\begin{align*}{\rm\text{Total}}\,{\rm\text{amount}}\,{\rm\text{still}}\,{\rm\text{to}}\,{\rm\text{be}}\,{\rm\text{received}}&={\rm\text{Sales}}\,{\rm\text{on}}\,{\rm\text{account}} - {\rm\text{Cash}}\,{\rm\text{received}}\,{\rm\text{on}}\,{\rm\text{account}}\\&= \$ \,180,000 - \$ \,62,000\\&= \$ \,118,000\end{align*}\

{/eq}","Cash Management: Depreciation refers to the way of reducing the used value of the asset. It is a non-cash item recorded on the debit side of the income statement and transferred to the account of accumulated depreciation. It reduced the value of plant, property, and equipment except for land."
46,The liquidity trap occurs when _____.,there is a large reduction in the demand for loanable funds.,the nominal interest rate falls to zero.,monetary policy becomes ineffective.,All of the above are correct.,D,"Option d, All of the above are correct
is the correct option.
Option a: In a liquidity trap, all consumers prefer holding cash rather than investing it in bonds or anything else, and they expect a surge in interest rates. Hence, option a is a true statement.
Option b: During liquidity traps, interest rates are very low and sometimes close to zero. Hence, option b is correct.
Option c: Monetary policy becomes ineffective as, although central banks inject liquidity, there is a high belief in negative economic events, which makes it ineffective. Consumers prefer cash and liquidate their holdings, driving the prices further down. Hence, option c is a true statement.",Monetary Policy: Monetary policy is influenced by the central bank. The main reason for using monetary policy is to control inflation. This requires the central bank to both pour liquidity into and suck liquidity from the markets as per the situation.
47,"The ""shortage"" costs associated with inadequate liquid asset balances include all of the following except:",deterioration of the firm's credit rating,foregone cash discounts,lost sales,possible financial insolvency,A,"The answer is
a. Deterioration of the firm's credit rating.
The shortage of liquidity might cause immediate impacts  on the firm's operation such as following concerns:
A firm will not be able to process a payment within the given discount period.
A firm will not have sufficient money for purchasing production inputs, which will not be able to meet the market demand.
If debt repayments arise at the same time,  the operation will incur a serious issue of financial insolvency.
In practice, the shortage of funds will not affect the firm's credit raking immediately.","Liquidity: Liquidity management is one of the most important practice to firm's managers, which aims to sustain business for an efficiency operation. Usually, a firm would hold a proposition of total assets in forms of short-term assets to protect firm's liquidity."
49,Cash management involves the determination of:,the best locations for lockboxes,setting up decentralized collection centers,both a and b,neither a nor b,C,"The answer is
c. Both a and b
Cash management will also aim to expedite the collection period, which increases the cash inflows for the business at the moment. In practice, selecting the location of lockboxes or setting up decentralized collection centers will help to reduce the time-consuming of payment processing. Alternatively, firm will access to its payments quickly.","Cash Management: An efficient cash management supports a firm to sustain its liquidity. By properly scheduling cash receipts and cash disbursements, managers can reduce the potential risk of being lack of money in the operation. With that being said, regular activities could be sustained effectively."
50,Explain the relationship between liquidity management from the financial day to day operation of :,educational institution,hospital,short-term projects of an organization,,A,"a. Liquidity management is required in educational institutions daily. It can be daily expenses like maintenance of the facilities like library, sanitation, water facilities, transportation facilities.
b. Liquidity management is required in hospitals daily. It can be daily expenses like arranging the blood groups from outside, maintain the quality of services, cleaning services requirements.
c. Liquidity management is required in short-term projects of an organization daily. It can be daily expenses like purchasing raw material, maintain the working environment by providing drinking water, sanitation facilities.",Liquidity management Liquidity management depicts converting the asset into cash at less time period. The cash helps different facilities and services to run smoothly.
51,True or False: The fact that corporations' shares are easily traded within the market has a net effect of acting as a disincentive for managers to favor the interests of shareholders over their own interests.,True,False,,,B,"The answer is false.  The managers of publicly traded companies are very concerned with the market price of the shares of their company.  Moreover, given the liquidity of their shares, they are very concerned with the interests of shareholders.  If shareholders were to collectively sell, it would cause a sudden technical imbalance (with sales orders far exceeding buy-side demand), resulting in a plummeting stock price.  Ultimately, this would adversely affect the managers' compensation and job security.","Liquidity: In the context of the stock market, liquidity is the extent to which a stock can quickly trade without experiencing a significant change in price.  Generally, as the number of market participants increases and information becomes more accessible, liquidity increases."
52,"Generally, the first concern of a financial analyst is a firm's liquidity. True or false?",True,False,,,A,"*The statement is True.
The first concern of a financial analyst s a firm's liquidity. Further, a firm's liquidity is all about the capacity to raise funds when required. If the firm's liquidity is good, then the firm can survive in long term. Additionally, financial analysts check the firm's liquidity to check the capacity of a company. So the statement is true.","Financial Analyst: A corporate does a financial analysis of the firm for prospects. Further, financial analysts check all the aspects of a business for risk mitigation and future planning."
53,"If households convert some of their bank deposits into currency, then, other things equal:",commercial banks' reserves decline and the monetary base is unchanged.,commercial banks' reserves decline and the monetary base declines.,commercial banks' reserves rise and the monetary base rises.,commercial banks' reserves are unchanged and the monetary base is unchanged.,A,"The correct option is A) commercial banks' reserves decline and the monetary base is unchanged.
If the households, convert their bank deposits into currency, then commercial bank's reserves decline as there has been an outflow of money from the banks and now they have less reserves to lend out. Whereas, the monetary base refers to the entire amount of currency being circulated in the economy i.e., either through bank deposits and loans or through in hand currency transactions. So, the monetary base remains unchanged.
Reasons for incorrect options:
Option B) is incorrect because conversion from bank deposits to currency doesn't lead to fall in the monetary base.
Option C) is incorrect because conversion from bank deposits to currency doesn't lead to rise in commercial bank reserves.
Option D) is incorrect because conversion from bank deposits to currency leads to a change in commercial bank reserves.",Liquidity Liquidity is a very important concept which deals with the amount of money circulating in an economy in a given period. It determines the amount of money supply required to be done through various monetary policy tools. It also indicates the amount of economic activity taking place in the economy as higher liquidity can lead to a higher number of transactions and production but it can also lead to inflation and ultimately liquidity trap.
54,Which of the following investments is the most liquid?,Certificate of deposit,Corporate bond,Interest-bearing checking account,Municipal bond,C,"As outlined below, the fact set and answer choices can be interpreted in two ways.
If the question is using the word ""investments"" synonymous with ""assets,"" then the best answer choice is C. Interest-bearing checking account.  Cash is the most liquid asset listed and is an excellent store of value over the near- to medium-term.
If the question is using the word ""investments"" in a strict fashion, then I would not consider a checking-account to be an investment.  It is a transactional account used to facilitate near-term disbursements.  In this case, the best possible answer choice is B. Corporate bond.  Additional detail is outlined below.
-	A is suboptimal because certificates of deposit have a lock-up period that can't be violated without penalty.
-	D. is suboptimal, because municipal bonds are generally considered to be less liquid than corporates.
-	E. is suboptimal, because depending on the specific company, preferred stocks can trade very infrequently.","Liquid Asset: A liquid asset is one that can be bought or sold quickly without experiencing a significant change in price.  Safe-haven assets, such as U.S. Treasury securities, tend to exhibit a high degree of liquidity."
