id,question,A,B,C,D,Answer,Explanation,Hint
39,What does AICPA stand for?,American Inquirers of Certified Public Accountants,All Incidents of Creative Public Accountants,American Institute of Certified Public Accountants,American Institute of Chartered Public Accountants,C,"The correct answer is option
C) American Institute of Certified Public Accountants
It is a national organization for certified public accountants in the United States. It is founded in 1887 and sets the benchmark for the accounting profession. It is the world's largest association representing the accounting profession. The mission of AICPA is to power the success of the global business by providing relevant knowledge required in the field and to make available resources in the accounting domain.","Financial Accounting Financial accounting helps an organization to analyze a company's performance in monetary terms. Financial accounting is the way toward recording, summing up, and detailing an organization's business exchanges through financial statements. These statements are the income statement, the monetary record, the income statement, and the statement of held profit."
40,"Which of the following $1,000 face-value securities has the highest yield to maturity (assume n = 5)?",A 5 percent coupon bond with a price of $1200.,"A 5 percent coupon bond with a price of $1,000.",A 5 percent coupon bond with a price of $800.,A 5 percent coupon bond with a price of $600.,D,"The correct answer is:
D) A 5 percent coupon bond with a price of $600.
.
Recall that the formula for calculating the yield to maturity is:
{eq}YTM=\dfrac{C+\dfrac{FV-PV}{n}}{\dfrac{FV+PV}{2}}

{/eq}
Where:
{eq}C

{/eq} is the periodic coupon,
{eq}PV

{/eq} is the price or the present value,
{eq}FV

{/eq} is the face value and,
{eq}n

{/eq} is the number of periods to maturity.
A) A 5 percent coupon bond with a price of $1200.
The yield to maturity of this bond is equal to:
{eq}YTM=\dfrac{50+\dfrac{1000-1200}{5}}{\dfrac{1000+1200}{2}}\\[0.3cm]

YTM=\dfrac{10}{1100}\\[0.3cm]

YTM=0.0091=0.91\%

{/eq}
B) A 5 percent coupon bond with a price of $1,000.
The yield to maturity of this bond is equal to:
{eq}YTM=\dfrac{50+\dfrac{1000-1000}{5}}{\dfrac{1000+1000}{2}}\\[0.3cm]

YTM=\dfrac{50}{1000}\\[0.3cm]

YTM=0.05=5\%

{/eq}
C) A 5 percent coupon bond with a price of $800.
The yield to maturity of this bond is equal to:
{eq}YTM=\dfrac{50+\dfrac{1000-800}{5}}{\dfrac{1000+800}{2}}\\[0.3cm]

YTM=\dfrac{90}{900}\\[0.3cm]

YTM=0.1=10\%

{/eq}
D) A 5 percent coupon bond with a price of $600.
The yield to maturity of this bond is equal to:
{eq}YTM=\dfrac{50+\dfrac{1000-600}{5}}{\dfrac{1000+600}{2}}\\[0.3cm]

YTM=\dfrac{130}{800}\\[0.3cm]

YTM=0.1625=16.25\%

{/eq}",Yield to Maturity The yield to maturity of a bond or an investment is the total rate of return that an investment should yield if it is held up to the time of its maturity. Investors chose investments that have high yield to maturity.
41,"If Jordan River Company issues 3,000 shares of $5 par value common stock for $225,000, the account:","Cash will be debited for $210,000.","Paid-in Capital in Excess of Par Value will be credited for $15,000.","Paid-in Capital in Excess of Par Value will be credited for $210,000.","Common Stock will be credited for $225,000.",C,"The correct answer is c., i.e., Paid-in capital above par value will be credited for $210,000.
Explanation:
Date
Particulars
Debit
Credit
Cash
$225,000
Common stock (3,000*$5)
$15,000
Paid-in capital in excess of par value ($225,000-$15,000)
$210,000
(To record the issue of common stock)",Par Value: Par value is utilized with bonds more frequently than equities. The amount that bond issuers promise to repay the buyer at the bond's maturity is known as the par value in the context of bonds.
42,"What is the amount of the annual coupon payment for a bond that has 6 years until maturity, sells for $1,050, and has a yield to maturity of 9.37%?",$98.64,$95.27,$101.38,$104.97,D,"Option (d) is correct.
Calculation of coupon amount:
Year to maturity (n) is 6.
Let par value (P) be $1,000.
Yield to maturity (r) is 9.37%
Current price of bond (CP) is $1,050
Coupon amount is (C)
{eq}\begin{align*}

CP &= C \times PVIF{A_{\left( {r,n} \right)}} + P \times PVF\left( {r,n} \right)\\

\$ 1,050 &= C \times PVIF{A_{\left( {9.37\% ,6} \right)}} + \$ 1,000 \times PV{F_{\left( {9.37\% ,6} \right)}}\\

\$ 1,050 &= C \times 4.437 + \$ 1,000 \times 0.58426\\

C &= \$ 104.97

\end{align*}

{/eq}",Yield to Maturity: The current bond price of a bond is ascertained by discounting the future cash inflow of the bond by YTM. Yield to maturity and bond price shows the change in opposite direction with respect to each other.
43,Later stage financing of a burgeoning venture is often used for:,designing new products.,establishing production capabilities.,developing a detailed business plan.,acquiring other companies to accelerate growth.,D,"The correct option is d
The final stage financing is used towards the expansion of business through mergers and acquisitions. It acquires other companies to accelerate growth.
The explanation for the incorrect option is
Option a) It is an incorrect option because final stage financing is not used to design new products. New product development and designing occur at the initial stage.
Option b) It is an incorrect option because production capabilities are analyzed initially.
Option c) It is an incorrect option because the detailed plan of business is created and developed while taking financing decisions of the firm.",Financing: Financing is the process of gathering funds for organization activities. It enhances the purchase and investing decisions of the business. The funds obtained are allocated towards the functioning of the organization. It is important to avoid misuse of funds.
44,"A statement of cash flows reports on cash flows for operating, investing, and financing activities at a point in time.",True,False,,,A,"The following statement is
a. True
.
A statement of cash flows is made up of operating, investing and financing activities and reports the final balances from these activities for the period which is generally an accounting year.",Cash Flows and Decision Making: Cash flows are vital for decision-making in financial management. Project cash flows are evaluated to see if the project will be beneficial to the firm in the long run.
45,A bond's yield to maturity takes into consideration _____.,current yield but not any price changes,price changes but not the current yield,both the current yield and any price changes,neither the current yield nor any price changes,C,"Option c) Both the current yield and any price changes
is the correct answer.
Reason:
A bond's yield to maturity includes both the current yield and the change in prices of the bond. It is because when ascertaining the yield rate to maturity, the coupon payment and bond price are used. An investor using yield to maturity believes that purchasing the bond at the current prevailing price in the market and selling the same bond until its maturity period yields.
Reason for incorrect options:
Option a is incorrect because a variation in the security price is used to determine the future value of a bond.
Option b is incorrect because current yield is used while ascertaining the yield to maturity as per the formula.
Option d is incorrect because both terms are necessary to identify the yield to maturity.","Bonds: Bonds carry the most prominent feature of credit quality, i.e., many organizations rate the quality of bonds in the market in the form of ratings. These ratings are essential to ascertain the condition of bonds to decide which bond to purchase by investors."
46,Corporations finance their operations using the following:,debt such as purchasing on account or issuing bonds or notes payable.,issuing common stock.,issuing preferred stock.,all of the answers are correct.,D,"The correct option is
d. all of the answers are correct.
Explanation:
Option A: Purchase on account and Bond or notes payable is a kind of short-term debt and long-term debt used by business, respectively.
Option B: Company issue common stock as a part of raising funds. It is another form of finance utilized by businesses.
Option C: Preferred stock is a kind of stock declared by a business to finance a business, which has preference over common stock.","Finance Finance described as anything that provides cash or credit. It intends to assist individuals or businesses to save, administer, and collect funds. There are various kinds of finance available, such as debt finance and equity finance."
47,Which is not a characteristic of bonds?,Par value.,Dividend yield.,Coupon.,Maturity date.,B,"The correct option is B) Dividend yield.
Explanation:
Dividend Yield. It refers to the ratio of dividends paid in relation to their price. The issuing company uses this financial ratio to analyze the dividend paid out.
Dividend Yield
is not characteristic of the bond.
Explanation for incorrect options:
Par Value, Coupon, and Maturity date are the characteristics of bonds.
A. Par value
is the price of the bond that is set by the issuing firm. It is repaid to the bondholder upon maturity.
C. A coupon
is a rate that is paid by the issuing company to the bondholder until maturity. The rate is paid based on the par value.
D. The maturity date
is the time period till which the bond is held by the bondholder. On the date of maturity, the bond is redeemed along with interest.",Par Value: Par Value is the price of the bond that the issuing company sets. This is the price that the bondholder pays to buy a bond. The issuing company pays interest on the bond and repays the par value and interest at maturity.
48,"Ezzell Enterprises non-callable bonds currently sell for $1,165. They have a 15-year maturity, an annual coupon of $95, and a par value of $1,000. What is their yield to maturity?",6.20%,6.53%,6.87%,7.62%,D,"The correct answer is option d. 7.62%
Given Information:
Par value (Face value) is $1,000
Selling price is $1,165
Annual coupon is of $95
Maturity period is 15 years
Calculation of yield to maturity:
{eq}\begin{align*}{\rm{Yield}}\,{\rm{to}}\,{\rm{maturity}} &= \left[ {\frac{{{\rm{Annual}}\,{\rm{coupon}} + \left( {\frac{{{\rm{Par \;value}} - {\rm{Market\; price}}}}{{{\rm{Number\; of \;years}}}}} \right)}}{{\left( {\frac{{{\rm{Par \; value}} + {\rm{Market \;price}}}}{2}} \right)}}} \right] \times 100\\ &= \left[ {\frac{{\$ 95 + \left( {\frac{{\$ 1,000 - \$ 1,165}}{{15}}} \right)}}{{\left( {\frac{{\$ 1,000 + \$ 1,165}}{2}} \right)}}} \right] \times 100\\ &= \left[ {\frac{{\$ 95 - \$ 11}}{{\$ 1,082.5}}} \right] \times 100\\ &= 7.75\% \end{align*} {/eq}
Therefore, the yield to maturity is 7.75% since the nearest option is 7.62%; hence, option d is the correct answer.","Yield to maturity: In a bond investment, when all the payments received are reinvested and kept by the investor for the duration it was issued, the returns from such investment are termed yield to maturity."
49,Corporations that issue financial securities such as stock or debt obligations to the public do so primarily to:,increase sales.,become profitable.,increase their access to funds.,avoid double taxation of their profits.,C,"The correct answer to the given question is option
C. increase their access to funds.
The corporations can get access to huge amount of funds provided by retail and institutional investors by issuing financial securities such as stock or debt obligations to public.
The stock holders usually get dividends and the debt holders usually get interest or coupons in exchange for the funds provided.","Financing of Assets: In the parlance of finance, the overall assets of a firm may be financed by using various kinds of funds such as debt and equity. The debt may be raised by borrowing loans or by issuing bonds. On the other hand, the equity may be issued in the form of common equity or preferred equity."
50,Which of the following would be included in cash and cash equivalents on the balance sheet?,certificates of deposit,bank overdrafts,commercial paper,postage stamps,C,"The correct option is
(c) commercial paper.
Commercial papers are security instruments. These are traded in money markets. Money markets are places where large corporation and banks sell and purchase security instruments for their short term requirements. Commercial paper is one such instruments sold by banks or corporation to meet their short-term requirements. These have very short maturity normally less than 90 days. It is considered as a cash equivalent because of its high liquidity.
Certificate of deposits are for long-term deposits and are classified as investments.
Bank overdrafts are current liabilities.
Postage stamps are not cash equivalents.","Cash Equivalents: Not all investments of business are for long-term, some of them are for short term-period and some are for very short-term period say for 90 days or even less. Such investments have maturity of 90 days of less are classified as cash equivalents."
