id,question,A,B,C,D,Answer,Explanation,Hint
36,"When actual performance varies from the budgeted performance, managers will be more likely to revise future budgets if the variances were:",controllable rather than uncontrollable.,uncontrollable rather than controllable.,favorable rather than unfavorable.,small.,B,"When actual performance varies from the budgeted performance, managers will be more likely to revise future budgets if the variances were:
b. uncontrollable rather than controllable.
The main goal of management is to reach or outperform their budgeted performance. In most companies, managers' incentives are tied to meeting or surpassing the expectations or goals established beforehand.
Variances refer to the difference between actual performance and budgeted performance. Managers are given higher incentives for small, controlled, or favorable variances. If the variance is large, uncontrollable, or unfavorable, the managers should revise their future budgets.",Budgeting: Budgeting refers to the process of creating a plan for the business specifically its finances for a specific period. The budget should efficiently utilize the company's resources to achieve both short-term and long-term goals.
37,"When actual performance varies from the budgeted performance, managers will be more likely to revise future budgets if the variances were:",controllable rather than uncontrollable.,uncontrollable rather than controllable.,favorable rather than unfavorable.,small.,B,"When actual performance varies from the budgeted performance, managers will be more likely to revise future budgets if the variances were:
b. uncontrollable rather than controllable.
The main goal of management is to reach or outperform their budgeted performance. In most companies, managers' incentives are tied to meeting or surpassing the expectations or goals established beforehand.
Variances refer to the difference between actual performance and budgeted performance. Managers are given higher incentives for small, controlled, or favorable variances. If the variance is large, uncontrollable, or unfavorable, the managers should revise their future budgets.",Budgeting: Budgeting refers to the process of creating a plan for the business specifically its finances for a specific period. The budget should efficiently utilize the company's resources to achieve both short-term and long-term goals.
38,"JJ White planned to use $82 of material per unit but actually used $80 of material per unit, and planned to make 1,200 units but actually made 1,000 units.","$80,000","$82,000","$96,000","$98,400",B,"Flexible-Budget Amount = Planned Material Per Unit Cost x Actual Output
Flexible-Budget Amount = $82 x 1,000
Flexible-Budget Amount =
$82,000.
Hence, the correct option is b.",Flexible Budget: It is the budget that is based on the actual output of the manufacturing company. The standard unit cost is multiplied by the actual output to know the flexible budget.
39,Which one of the following is not a benefit of budgeting?,It provides assurance that the company will achieve its objectives.,It provides definite objectives for evaluating performance.,It requires all levels of management to plan ahead on a recurring basis.,It facilitates the coordination of activities.,A,"The correct answer is
A. It provides assurance that the company will achieve its objectives.
The budgeting process involves setting objectives and making plans to achieve them. However, the actual performance of a company is affected by various factors that are not accounted for in the budgeting process. Therefore, budgeting cannot assure that a company will be able to meet its objectives.
The other options state the benefits of budgeting and, therefore, are incorrect.
B.
It provides definite objectives for evaluating performance:
The budgeting process involves setting objectives, which later act as a yardstick against which the actual performance can be measured.
C.
It requires all levels of management to plan ahead on a recurring basis:
Budgeting is a forward-looking process that requires regular planning and forecasting at all levels of management to anticipate future needs and challenges.
D.
It facilitates the coordination of activities:
The master budgetary plan is shared by teams and departments across the organization. It provides a framework for the alignment and coordination of activities and resources across various departments.",Budgeting: The process of identifying the resource requirements and allocating resources for different purposes based on the priority of goals is called budgeting. It helps prioritize spending and ensure that resource allocation is efficient.
40,Which is true of budgets?,They are voted on and approved by stockholders.,They are used in performance evaluation.,"They are used in the planning, but not in the control, process.",There is a standard form and structure for budgets.,B,"The correct option is
b) They are used in performance evaluation.
Budgets are the benchmarks and comprehensive financial plans that estimate the expected income and expenses of the company in the coming years. Due to this reason, budgets are a tool to plan, control, and evaluate the financial performance of the company. Companies can compare the actual financial results with the budgeted financial expectations and find out the areas where the performance is falling short of expectations, and the managers can take corrective action to fill those gaps.
The other answers are incorrect.
A. They are voted on and approved by stockholders is not correct because stockholders generally do not make or vote on budgets, and this is the job of the board of directors.
C. They are used in the planning, but not in the control, process is not correct because budgets are used in the control process as well. The cost could be controlled.
D. There is a standard form and structure for budgets is not correct because there is no standard form of budget and it depends on the company, industry, or any specific objective.","Board of Directors: An executive committee, elected by the shareholders, is responsible for protecting their rights, overseeing management, and supervising the activities of the organization. This committee is called the board of directors."
41,"Nasson Corporation manufactures and sells a single product. The company uses units as the measure of activity in its budgets and performance reports. During August, the company budgeted for 6,700 units, but tits actual level of activity was 6,730 units. The company has provided the following data concerning the formulas used in its budgeting and its actual results for August:","$22,506","$18,317","$17,930","$22,708",B,"-Answer:
B. $18,317
Computation
Total
Revenue
6,730 actual units x $29.10
$195,843
Less: Expenses
Direct Labor
6,730 units x $3.60
24,228
Direct Materials
6,730 units x $10.60
71,338
Manufacturing Overhead
(6,730 units x $1.20) + $47,000
55,076
Selling and Administrative Expenses
(6,730 units x $0.80) + $21,500
26,884
Net Operating Income
$18,317",Flexible Budget: A flexible budget is a type of budget that differentiates costs into variable and fixed costs. The flexible budget variable costs increase as the number of output or activity increases.
42,Which one of the following is not a benefit of budgeting?,It provides assurance that the company will achieve its objectives.,It provides definite objectives for evaluating performance.,It requires all levels of management to plan ahead on a recurring basis.,It facilitates the coordination of activities.,A,"The correct answer is
A. It provides assurance that the company will achieve its objectives.
The budgeting process involves setting objectives and making plans to achieve them. However, the actual performance of a company is affected by various factors that are not accounted for in the budgeting process. Therefore, budgeting cannot assure that a company will be able to meet its objectives.
The other options state the benefits of budgeting and, therefore, are incorrect.
B.
It provides definite objectives for evaluating performance:
The budgeting process involves setting objectives, which later act as a yardstick against which the actual performance can be measured.
C.
It requires all levels of management to plan ahead on a recurring basis:
Budgeting is a forward-looking process that requires regular planning and forecasting at all levels of management to anticipate future needs and challenges.
D.
It facilitates the coordination of activities:
The master budgetary plan is shared by teams and departments across the organization. It provides a framework for the alignment and coordination of activities and resources across various departments.",Budgeting: The process of identifying the resource requirements and allocating resources for different purposes based on the priority of goals is called budgeting. It helps prioritize spending and ensure that resource allocation is efficient.
43,A budget prepared for one expected level of activity is called a __________.,rolling budget,flexible budget,variable budget,static budget,D,"A static budget is prepared for only one expected level of activity and hence, it does not change with the actual level of activity. On the other hand, a flexible budget keeps on updating with the actual level of activity. There is no budget called rolling budget or variable budget.
The correct answer is option
D. static budget
.","Budgeting: The budgeting activity is usually carried out to make estimates of various parameters for the forthcoming accounting period. These parameters could be sales revenues, cash expenses, cash receipts, and manufacturing costs."
44,"The develop the cost of goods sold budget, it is necessary to start by calculating, the projected cost to produce each unit.",True,False,,,B,"The correct answer is
False
.
The cost of goods sold budget is prepared by taking a product of budgeted sales in units and the budgeted cost to produce one unit. Thus, to come up with the cost of goods sold budget, one can start by either calculating the budgeted cost per unit or the budgeted sales in units.","Budgeting: The budgeting activity is usually carried out for the forthcoming year for metrics like the cost of goods sold, sales,   and selling & administrative expenses. One can figure out the variances by comparing the budgeted values with the respective actual values."
45,A budget deficit would result when a person's or family's:,net worth decreases,assets exceed liabilities,actual expenses are less than planned expenses,actual expenses are greater than planned expenses,D,"The correct option is (D)
.
If an individual's or a firm's actual expenses are greater than the planned expenses, they would suffer a budget deficit.
Deficit takes place when revenues are less than expenses or when incomes are less than the losses of an individual.
When a budgeted expense is less than the actual one then it indicates that the budgeted amount is insufficient to meet the actual expenses of an individual.
Hence, it is the correct option.","Budgeting Budgeting is considered as a tool of planning and controlling the expenses which can be used by individuals, organizations, and by the government to have a control over their spending. It helps in identifying the areas which require improvement."
46,Building in budgetary slack includes:,overestimating budgeted revenues.,underestimating budgeted costs.,making budgeted targets more easily achievable.,none of the above.,C,"The correct answer is option c
The budgetary slack is used to cover the difference between the budgeted and actual performance. This ensures that targets can be achieved easily.
The explanation for incorrect answers:
Option a. It is an incorrect option because the difference can be reduced by understating the generated revenues.
Option b. It is an incorrect option because the difference between budgeted and actual standards are reduced by overstating the expenses.
Option d: It is an incorrect option because the budgetary slack provides the buffer for easily achieving the targets.",Budgetary Slack: Budgetary slack is the buffer provided in the budget. This is done to increase the probability of the actual performance exceeding the budgeted performance. This can be achieved by underestimating the revenues or overestimating the expenses.
47,"If the supplies flexible budget is higher than the supplies planning budget, the variance is:",Favorable,Unfavorable,Not enough information to determine,None of the above,B,"If the supplies flexible budget is higher than the supplies planning budget, the variance is
B) Unfavorable
.
The planning budget is always the reference point when labeling activity variances, which are the variances between the flexible and planning budget variances. This means that when revenues are higher in the flexible budget than in the planning budget, the variance is favorable (because operating income will be higher than the reference operating income). Likewise, when expenses are higher in the flexible budget than in the planning budget, the variance is unfavorable (because operating income will be lower than the reference operating income).
In flexible budgeting, this is somewhat counter-intuitive, because we realize that when the flexible budget for an expense, like supplies, is higher than the planning budget, it means that the actual activity level is higher than the planned level, and this is usually a good thing. However, the labels for the variances must be what it is for the math to work out.","Flexible Budget Variances: Two variances are calculated in the flexible budget performance report; the revenue/spending variances are based on differences between the actual and flexible budget amounts, while the activity of volume variances are based on differences between the flexible and planning or static budgets."
48,The concept of a standard used for planning and control purposes is most like a:,measure of ideal performance.,unit budget.,measure of maximum efficiency.,measure of historical performance.,D,"The correct answer to the given question is option
d. measure of historical performance
.
The concepts of standard rate and standard quantity used for planning and control purposes are usually determined from the historical performance of a firm. By using these values, one can get idea about the budgeted costs and budgeted quantities.","Financial Planning: In the domain of Accounting, the activity of financial planning and analysis usually involves calculation of budgeted costs and budgeted quantities for the forthcoming financial year. The budgeted values are usually tracked with respect to corresponding actual values and the nature and magnitude of variance is analysed."
49,"As the sales forecast is the usual starting point for budgeting, not-for-profit entities do not prepare budgets as they have no sales.",True,False,,,B,"The given statement is
false
.
The foremost point in the master budget is the sales forecast, and the sales forecast is considered first as it influences other elements like variable costs, non-operating expenses, and capital costs.
The budget of a non-profit organization involves first analyzing the expenses and then administering the resources accordingly. For instance, they prepare a grant proposal budget that involves the allocation of grant funds. So, the sales forecast will not be their primary concern.",Budgeting: Budgeting describes the financial plans that are framed to determine the estimated expenditures and revenues of an entity for a particular time period. It will enable the management to analyze the overspending.
50,The budget which provides data on the quantities of direct materials purchases necessary to meet production needs is the:,direct materials purchases budget,sales budget,production budget,direct labor cost budget,A,"The correct answer is option
A. direct materials purchases budget.
Option A. is the correct answer. The direct material purchase budget is the budget that estimates the number of units that are required to be purchased depending on the production that is budgeted for.
Option B. is incorrect. The sale budget is the budgeted sales for the period multiplied by the selling price per unit.
Option C. is incorrect. The production budget is prepared from the sales budget which is the total production for the period keeping in mind the sales to take place during the period.
Option D. is also incorrect. The direct labor cost budget is the direct labor hours for the period multiplied by the labor rate per hour.","Budget: In management accounting, budgeting is an important process to determine the future revenue and expenditure of the company. Significant business budgets are incremental budget, sales budget, production budget, and business budget."
51,Which of the following is a characteristic of the total quality approach to setting budgetary targets?,Budgetary targets that are reasonable.,A perception that the budget is fair.,Budget performance expectations that can be exceeded.,Absolute efficiency.,D,"The answer is
option D.
A total quality approach to setting budgetary targets assumes absolute efficiency. It is because the company has elevated expectations and is confident it could reach its targets since its processes are efficient and it eliminated non-value-added ones.
The following are not characteristics of the total quality budgeting approach.
A. Unattainable, not reasonable targets are one of the characteristics of a total quality approach because of high expectations.
B. The budget is not fair under the total quality approach since it assumes that it has no imperfections.
C. As explained above, the firm cannot exceed budget performance expectations under the total quality budgeting approach.",Budget: The company prepares the budget to set the costs and revenue to incur and generate to achieve the target profit in the future period. An example is a static budget.
