id,question,A,B,C,D,Answer,Explanation,Hint
34,Tax and spend is,a classical economics concept in nature,a Keynesian concept in nature,primarily an emphasis on free enterprise economy,a little used area of monetary policy,B,"The correct option is
b. a Keynesian concept in nature
The term ""tax and spend"" describes a strategy where the federal government uses its tax and spending powers to control economic aggregate demand. This strategy is commonly associated with Keynesian economics, which promotes the role of government in moderating business cycles and keeping the economy at full employment.
Here are the reasons why other options are not true:
These are the fallacies of alternative explanations:
a. a classical economics concept in nature:
A concept with roots in classical economics, which emphasizes slow and steady growth over short-term stimulus measures. Keynesian economics, which prioritizes short-term stability, is more congruent with tax and spending policies.
c. primarily an emphasis on free enterprise economy:
A primary focus on the free-market economy, which places less emphasis on centralized planning and more on the initiative of private citizens.
d. a little used area of monetary policy:
Government fiscal policy, not central bank monetary policy, is responsible for tax and spending policies.","Tax: The tax rate refers to the revenue of the government, which is collected from the economy and used for the various purposes of the government. The government creates a budget, and here they clearly define the tax rate."
35,"Garza Corporation sold merchandise to a customer for $4, 000 subject to sales tax at 8%. The effects on the financial statements were:",Choice D,Choice B,Choice A,Choice C,D,"The answer is (a) Choice D.
The journal entry for this transaction looks like this:
{eq}\begin{array}{ c | l | r | r }

\hline

\text{Date} & \text{Account Title} & \text{Debit} & \text{Credit} \\

\hline

& \text{Cash} & 4,320 \\

& \qquad \text{Revenue} & & 4,000 \\

& \qquad \text{Sales tax payable} & & 320 \\

& \text{To record sales of \$4,000 and collection} \\

& \text{of 4% sales tax or \$320.} \\

\\

\end{array}

{/eq}
The cash collected from the customer is $4,000 and 4% sales tax of $320 ($4,000 × 4%).  This makes cash flow from the operating activities amount to $4,320.  The revenue is the sales price of $4,000, which also increases the equity.  The sales tax collected from the customer is recognized as a liability.  Note that the sales tax collected from the customer is not a company expense and does not decrease the $4,000 revenue.  Thus, (a) is the correct answer.","Sales Taxes Sales taxes are taxes imposed on goods and or services of a seller.  These taxes are allowed by law to be passed on to the customer, who, in turn, pays the sales taxes.  By doing so, the seller becomes a collecting agent of the government and must remit the sales taxes periodically."
36,Amy makes the following gifts in the year 2016:,"$25,000 is taxable because you cannot gift money to your spouse.","Only $11,000 is taxed due to the $14,000 annual gift exclusion.","None is taxabe due to $14,000 annual gift exclusion and $11,000 marital deduction.",None is taxable as money transferred to a spouse is never subject to the gift tax.,D,"Answer choice:
D.  None is taxable as money transferred to a spouse is never subject to the gift tax.
Explanation:
Gifts between taxes are generally not taxable for gift tax purposes.  There is an unlimited marital deduction so that spouses can gift an unlimited amount between themselves.",Income Taxes: Internal Revenue Service (IRS) form 1040 is completed by taxpayers to determine their tax obligation or refund.  The majority of income is taxable unless there is a specific code by the IRS to exclude it.
37,The best fund in which to account for the interest and dividends from an endowment to purchase library books would be:,private-purpose trust fund,agency fund,endowment fund,nonexpendable trust fund,D,"The correct option for this question is option D.
It is because such funds are maintained to collect the donations and the contributions for the subdivision and it the fund that helps in accounting for the interest and dividends from an endowment to purchase library book.","Fund: It is an amount of money kept aside with a particular objective. For example, the fund collected by the hospital to purchase new updated equipment. In this example, the hospital has a certain goal and maintaining the fund."
38,Incremental tax rates are also known as _ _ _ _ _ _ _ _ tax rates.,Marginal,Depreciated,Partial,Segmented,A,"Incremental tax rates are also known as
(a) marginal
tax rates.
The marginal tax rates are the percentage of the next dollar earned that will be paid in taxes. Most countries do not have a flat tax and instead have higher tax rates for higher levels of income earned. For example, the marginal tax rate for the first $100 earned would be 10%, 15% for each dollar earned between $101 and $200, and so on.",Tax Rates: Tax rates are the percentage of your income that you will pay the government in taxes. The rate is equal to the total amount paid divided by the income amount.
39,Which one of the following payroll taxes is not withheld from the employee's wages because it is not levied on the employee?,Federal income tax,Federal unemployment tax,State income tax,FICA tax,B,"The correct option is
b. Federal unemployment tax
Since employees are not required by law to pay FUTA, no such tax is deducted from their pay. Employers foot the bill for the entire FUTA tax, which goes toward supporting individual states' unemployment insurance programs. Participants in these programs receive benefits while deserving employees are unemployed. This is a tax that is covered by the company and not felt by the worker, as it is paid by the business on their behalf.
Reasons why other options are incorrect:
a. Federal income tax:
The employee's taxable income determines the amount of federal income tax that will be withheld from their paycheck. The employee can expect the correct amount to be withheld from each paycheck by the company.
c. State income tax:
Depending on the employee's taxable income, state income tax may also be withheld from their paychecks, so this choice is incorrect.
d. FICA tax:
An employee's wages already have Federal Insurance Contributions Act (FICA) tax withheld from them to pay for Social Security and Medicare, so this choice is incorrect.","Tax: The tax is the amount of money that is owed to the government by individuals, companies, or other entities. The government has the right to adjust revenue to influence the economy under fiscal policy."
40,Which of the following taxes are likely to be regressive taxes?,Income taxes based on ability to pay.,Sales taxes and use taxes.,Additional sales and use taxes imposed on luxury vehicles.,None of the above.,B,"The correct option is
b. Sales taxes and use taxes.
Both the sales tax and the use tax are examples of regressive taxation. Taxes that are regressive are those that place a disproportionate financial burden on those with lower incomes. Since people with lower incomes tend to spend a larger share of their income on taxable goods, sales taxes, which are levied on the purchase of these items, are often considered regressive. Taxes on the use or consumption of a product are often viewed as regressive for the same reasons.
Reasons why other options are incorrect:
a. Income taxes based on ability to pay:
This is incorrect because income taxes based on ability to pay, also known as progressive income taxes, are structured to impose a higher tax rate on people with higher incomes.
c. Additional sales and use taxes imposed on luxury vehicles:
This option is incorrect because the additional sales and use taxes imposed on luxury vehicles are not indicative of general sales and use taxes; rather, they are aimed at luxury goods.
d. None of the above:
Since option b is correct, this option can not be the correct option.",Tax: There is some extra money that individuals or companies have to pay to the government because they earn above the limit or consume certain products or services. These amounts are collected by internal revenue services.
41,Why tax reforms are needed?,For public welfare,To make tax filing simple and easy,To make everyone accountable,None of the Above,D,"The correct option is
D. None of the Above
Options A, B, and C all offer reasonable justifications for pursuing tax reforms, but they do not exhaust the full range of possible justifications. To improve the tax system's efficiency and effectiveness, address economic inequalities, or respond to shifts in the economy or society, tax reforms may be necessary.
Reasons why other options are incorrect:
A) For public welfare:
Although this is a valid argument in favor of tax reform, it is by no means sufficient on its own.
B) To make tax filing simple and easy:
While this is another valid argument for tax reform, it is not sufficient on its own.
C) To make everyone accountable:
This is not the best option because while it may be a goal of tax reform, it does not cover all the reasons for tax reform.","Tax Reforms: Tax reforms are changing the laws, procedures, the way taxes are charged, implemented, panelized for wrongdoings, etc. The government analyzes the current situation and the drawbacks and loopholes to bring reforms in the tax structure."
42,Personal income will equal disposable income when:,"Corporate profits are zero,","Personal zero,","Transfer payments are zero,",Social Security contributions are zero.,B,"Answer: B
This question is missing the phrase ""personal tax is zero"" in answer B. Only when taxes on personal income is zero, that is you pay no income tax does your personal income equal your disposable income. There may be no corporate profits, transfer payments, or Social Security contributions, but government may still tax your income for purchases such as roads.",Disposable Income: Personal income is all the income an individual earns before taxes. Disposable income is personal income minus all the income taxes and withholdings. The US has a progressive income tax meaning your tax rate increases with income.
43,One group who will be harmed by a tariff is:,Government,Domestic consumers,Domestic producers,All of the above,A,"The correct answer is option b - domestic consumers.
When taxes have been imposed the incidence of the tax falls upon the consumers and they have to pay for it. Therefore, it affects the consumers as if the tax rate rises, the consumption of the consumer decreases.
A.
The option is false as when tax is imposed by the government it does not affect the government.
C.
The option is false as producers would not be affected if taxes are imposed as depending on the elasticity the taxes might be paid by consumers.
D.
The option is false as not all groups will be adversely affected.","Taxes Taxes are defined as mandated payments that are levied on the citizens of the country. The government imposes taxes to earn revenue from the people and uses it to run the economy. As the taxes rise, the government revenue also rises."
44,The lifetime learning Credit is:,Not based on the student's workload.,"Maximum $2,000 per tax return for all eligible students.",Not limited to students in the first four years of post-secondary education and can include graduate-level students.,All of the above.,D,"The answer is d.) All of the above.
The lifetime learning credit is an individual tax credit available on Form 1040. To be eligible for the credit the taxpayer or their dependent must be enrolled at an eligible educational institution, be taking higher education courses to get a degree or other recognized education credential or to get or improve job skills, and must be enrolled for at least one academic period beginning in the tax year. The credit is limited to $2,000 per student and is not limited to undergraduate degrees.",Tax Credits: Tax credits are a reduction in the actual tax due to the federal and state taxing authorities. The amount and eligibility of tax credits vary. A taxpayer claims the credit annually as they report their income tax return.
45,The tax benefit received from a tax credit is never affected by the tax rate of the taxpayer.,True,False,,,A,"The statement is
true
.
The tax benefit received from a tax credit is never affected by the tax rate of the taxpayer because a tax credit is deducted from the tax on the taxable amount, which is used for calculating the net tax payable.
Let us look at the income tax formula to illustrate this:
All income received
Minus:
Income specifically excluded
Equals:
Gross income
Minus:
Adjustments to income (For-AGI deductions)
Equals
Adjusted gross income (AGI)
Minus:
Standard deduction or itemized deductions (From-AGI deductions)
Personal and dependency exemptions
Equals:
Taxable income
Multiplied by
Taxpayer's tax rate
Equals:
Tax on taxable amount
Minus:
Tax Credit
Equal
Tax payable (refundable)
We can see from the calculation above that tax credits are deducted after the tax rates have been applied to calculate the tax on the taxable income. This means that a $1,000 tax credit will bring the same amount of tax relief for a taxpayer with a tax rate of 15% and a taxpayer with a tax rate of 40%.
This is different for tax deductions. Tax deductions decrease the taxable income. The tax rate affects the dollar amount in tax savings for a taxpayer.","Income Tax Formula: The income tax formula is a step-by-step description of how the income tax payable is calculated. The first part of the formula shows the calculation of the taxable income, and the last part shows the calculation of the net tax payable."
46,Classify the Taxes Accrued account as one of the following.,current asset,non-current asset,current liability,non-current liability,C,"-Answer:
c. current liability
Taxes Accrued is a liability account representing the value of taxes incurred but remaining unpaid at the period's end. This unpaid tax is due within 12 months or one operating cycle, qualifying it as a current liability.","Taxes: Taxes are imposed by sovereignty to its jurisdiction to serve as a government fund in developing its country. Businesses and individuals pay different kinds of taxes, collected by the government and used for the betterment of the people."
47,Which of the following is not a source of federal tax revenue?,the personal income tax,sales taxes,social insurance taxes,the corporate profits tax,B,"Answer choice:
B) sales taxes
Explanation:
Sales tax is a source of state and local tax revenue, not federal.  Personal income taxes, social security taxes, and corporate income taxes are all sources of federal tax revenues.  When sales tax is paid each month or quarter it goes to the states department of revenue and the local counties.","Taxes: The federal and state governments require individuals and businesses to pay taxes on income, property, and also a sales tax on purchases.  The taxes help fund schools, roads, and other activities of the government."
48,"In 2009, Sashi has a $7,000 short-term loss, a $15,000 long-term capital gain, and $8,000 in qualified dividend income. Sashi is single and has other taxable income of $15,000. Which of the following statements is correct relating to 2009?","$23,000 of Sashi's taxable income will be taxed at the favorable alternative rate.","$15,000 of Sashi's taxable income will be taxed at the favorable alternative rate.","$16,000 of Sashi's taxable income will be taxed at the favorable alternative rate.","$8,000 of Sashi's taxable income will be taxed at the favorable alternative rate.",C,"The correct answer is Option c)
LTCG & qualified dividends are taxed at favorable tax rates.
Hence, a favorable tax rate will apply to $16,000 which comprises of:
(i)	$8,000 of LTCG (the STCL of $7,000 will be off-set from LTCG of $15,000, leaving a net balance of $8,000)
(ii)	$8000 of qualified dividends
Justification for incorrect options-
Option a) is incorrect as STCL has not been adjusted to the LTCG
Option b) is incorrect as neither STCL nor dividends have been considered
Option d) is incorrect as capital gains (short or long) are not considered.","Tax Rates: While computing the tax liability, there are various adjustments made to different categories of income earned by an individual. While some defined incomes or gains are charged lower rates, uniform rates apply to other categories."
49,"The top 1% of households by income, those targeted by the ""Occupy"" protests, pay what percentage of all individual federal income taxes?",40%,16%,28%,99%,A,"The answer is A).
In 2019, the top 1% income threshold is roughly $515,000. These individuals pay roughly 39.3% of total income tax. Thus, the top 1% households pay roughly 40% of all individual federal income tax.",Federal Income Tax: Federal income tax is the tax imposed by the federal government on  a person's taxable ordinary income. Individuals might also pay state tax on top of federal tax on their income.
50,The best example of a direct tax is a(n):,excise tax,liquor tax,sales tax,income tax,D,"The best example of a direct tax is a(n):
The correct answer is letter d.income tax
All the other choices are indirect taxes so they can pass the burden of these taxes to consumers.","Direct Tax: The term direct tax is a classification of tax as to incidence. In this tax, both the impact and incidence of taxation rest upon the same taxpayer. Tax is collected from a person who is intended to pay the same."
51,Local governments receive money from what two kinds of taxes: Choose the correct answer.,Sales and income taxes,Luxury and property taxes,Income and luxury taxes,Sales and property taxes,D,".
The correct answer is -
Option (D) Sales and Property Taxes
Explanation -
The major sources of revenue for the state or local government includes intergovernmental transfers, property tax, sales tax, charges & miscellaneous. Income tax is collected by the federal government and hence option (A) and option (C) are incorrect. Similarly, the luxury tax goes to the federal government. In the United States, it was enacted in 1991 to reduce federal budget deficits.","Tax Revenue: The government sectors primary source of revenue collection are taxes. Government spending on social security, medicare, medicaid and other infrastructure is funded by taxes. When there is a tax deficit, government needs to borrow. This results in higher debt for the federal or state government."
52,Which one of the following payroll taxes is not withheld from an employee's wages because it is not levied on the employee?,Federal income tax.,FICA tax,Federal unemployment tax.,State income tax.,C,"The correct answer is
c. Federal unemployment tax.
This tax is not deducted from the employee's wage because it is not levied on the employee. This tax is applied only to employers. The purpose of this tax is to fund the federal state unemployment insurance program, which benefits unemployed workers who are eligible. Employers pay this tax based on their payroll, and employees do not pay it.
The other answer options are incorrect.
a. Federal income tax: This is not the correct option because employees do pay the federal income tax based on their earnings and the federal government's tax structure.
b. FICA tax: This option is not correct because deductions from the employee's salary are made under the Federal Insurance Contributions Act to fund the Social Security and Medicare programs.
d. State income tax: State income tax can also be deducted from the employee's salary, depending on the tax structure.","Tax Structure: The overall framework that calculates, collects, and administers taxes within a country is known as the tax system. It has various components through which taxes are levied on individuals, businesses, and other entities."
