id,question,A,B,C,D,Answer,Explanation,Hint
34,Which of the following statements about conversion of income is correct?,Converting ordinary income into capital gain is a beneficial tax planning strategy.,Converting capital gain income into ordinary income is a beneficial tax planning strategy.,Converting qualifying dividends into interest income is a beneficial tax planning strategy.,Holding assets that will generate a capital gain inside a retirement plan is a beneficial tax planning strategy.,D,"The correct answer is
option (d).
Explanation:
Taxpayers are interested in framing specific tax planning strategies to avail of tax benefits. It involves developing a source of long-term capital gain. An individual can gain from long-term possession of any capital resource such as mutual funds, estate or property, etc. Tax rates charged at short term capital gain are similar to those set on ordinary income. But once the asset purchased becomes older than one year, the yield from such investment becomes long-term capital gain, and it is taxed at lower rates.
Explanation for incorrect options:
Option (a)
Such conversion would not benefit the taxpayer.
Option (b)
It is incorrect because it is not a good strategy concerning tax liability.
Option (c)
It is incorrect because both dividends and interest are taxable, so this income conversion would not help.",Tax Planning: Tax planning confers the strategies to minimize the income tax liability of an individual by availing certain deductions and other tax advantages. Such planning involves the analysis of financial statements to identify applicable tax benefits.
35,Diversification _____ the risks of investing in the stock market.,increases,can reduce but not eliminate,is unrelated to,eliminates,B,"The correct answer is option
B. can reduce but not eliminate
.
For a portfolio, the diversification process involves having investments in different asset classes like bonds and equities. Furthermore, in each asset class, securities of different sectors and different firms within the same sector are considered.
The total risk of a diversified portfolio cannot be eliminated. It can be bifurcated into systematic risk and unsystematic risk. Systematic risk is a market-wide risk that affects all the securities and cannot be eliminated while unsystematic risk is a firm-specific risk that can be reduced by diversification.",Portfolio: An investment portfolio is usually constructed by complying with the diversification principle. The objective behind a diversified portfolio is to maximize returns without taking incremental risks.
36,Diversification reduces:,systematic risk,unsystematic risk,market risk,purchasing power risk,B,"The correct answer is option
B. unsystematic risk
.
The diversification of a portfolio reduces the unsystematic risk, which represents the risk associated with a given firm. The systematic risk or the market risk is a risk that affects all the securities in a market and hence, cannot be diversified. The purchasing power risk represents the inflation risk due to which the purchasing power of individuals decreases.",Diversification: The concept of diversification is used to reduce the risk of a portfolio without affecting the expected returns. It is usually done by having securities from various sectors and various firms in a given sector.
37,Which of the following statements regarding the child tax credit is false?,The child for whom the credit is claimed must be under the age of 15 at the end of the year,The credit is subject to phase-out based on the taxpayer's AGI,"The full credit for a child who qualifies is $1,000",The child for whom the credit is claimed must meet the definition of a qualifying child,A,"The correct answer is option A.
Explanation:
The child who fulfills certain criteria can avail of this tax benefit. The criteria are age, dependence, and lower or medium aggregate gross income of the families.
If the child is under the age of 18 years, the parents can claim the child tax credit at the end of the year, out of which 50% of the tax credit is made available to parents as a monthly advance to meet the family expenditure.
The tax credit is $3,000 for a child 17 years old or less and the amount is $3,600 for children less than six years.",Child tax credit: A child Tax credit is a type of rebate that can claim if a child qualifies for certain conditions as per the definition whether the family is working or not can avail of this benefit.
38,Which one of the following risks is irrelevant to a well-diversified investor?,unsystematic risk,nondiversifiable risk,systematic risk,market risk,A,"A. Correct. A well-diversified investor can avoid the unsystematic risk of each underlying asset or security. Thus, this risk is irrelevant to a well-diversified investor.
B, C, D. Incorrect. Non-diversifiable risk, systematic risk, and market risk are indifferent. This risk happens to all business sectors in the economy, which is not avoidable. Alternatively, a diversification strategy cannot eliminate systematic risk.","Diversification: Diversification refers to an investment strategy in that an investor will split the available fund into different investment categories. With that being said, an investor can create an investment portfolio with short-term and long-term assets from different business industries."
39,Which of the following statements is false?,A CPA who used his dining room table as a place to meet tax clients to prepare tax returns during the tax year may take a home office deduction.,The home office deduction is always limited to the income produced by the at-home business activity.,A taxpayer does not need to meet the exclusive use test for the home office deduction if he or she meets the requirements for storage of inventory in the home.,One way to meet the exclusive and regular use requirements for the home office deduction is to use the home as a place to meet or deal with customers and clients.,A,"A. A CPA who used his dining room table as a place to meet tax clients to prepare tax returns during the tax year may take a home office deduction.
Rationale:  The CPA uses the dining table for recreational purposes and doesn't apply for the storage of inventory or daycare exception to the exclusive use test.  The CPA is not exclusively using the dining room table to prepare tax returns and meet clients.  The CPA should set up an exclusive area that is separate and is used only to conduct business such as meeting clients.",Home Office Deduction: Business owners who conduct business out of their respective homes may qualify for a home office deduction on tax returns.  The home office deduction allows business owners to deduct certain expenses that meet certain requirements and criteria from their taxable income in order to lower the tax liability.  It is important for business owners conducting business out of their home to be aware of the rules and keep detailed records for support in the event of an IRS tax audit.
40,A partner can apply any passive activity losses against any passive activity income for the year.,True,False,,,A,"\
The statement is  TRUE.
Individuals, trusts, estates, personal service companies, and closely held corporations must all categorize their income as either activate, portfolio, or passive income.
The losses from passive activities cannot be deducted from active or portfolio income,
but it can be deducted from any income from other passive activities
Say for instance Gladys has $100,000 in taxable salary income, $30,000 in taxable interest and dividend income, $35,000 income from passive activity A, and a loss of $40,000 from passive activity B. Her taxable income would be $100,000 + $30,000 = $130,00 and she would carried over $5,000 in suspended passive activity losses. She can however not use the remainder of the passive activity losses to reduce her salary, interest, or dividend income.","Passive Activities: Passive activities are defined by the IRS as profit-seeking activities in which the taxpayer does not materially participate. While the gains for passive activities are taxable, rules exist to limit the deductibility of passive activity losses."
41,"A 60-day, 12% note for $10,000, dated May 1, is received from a customer on account. Assuming a 360-day year, the maturity value of the note is","$10,000.","$9,980.","$11,200.","$10,200.",D,"The correct option is (D)
Calculation of maturity value:
{eq}\begin{align*}{\rm\text{Maturity}}\;{\rm\text{value}} &= {\rm\text{Face}}\;{\rm\text{value}} + {\rm\text{Interest}}\;{\rm\text{on}}\;{\rm\text{the}}\;12\% \;{\rm\text{note}}\\ &= \$ 10,000 + \left( {10,000 \times 12\%  \times \frac{{60}}{{360}}} \right)\\ &= \$ 10,000 + \$ 200\\ &= \$ 10,200\end{align*}

{/eq}
Hence, the maturity value of the 12% note is $10,200.",Promissory Note: A promissory note is a piece of writing that makes a payment guarantee. The circumstances that the debtor promises to the counterparty (the creditor) are included in this commitment.
42,7. The capital allocation line is also the_.,investment opportunity set formed with a risky asset and a risk-free asset,investment opportunity set formed with two risky assets,line on which lie all portfolios that offer the same utility to a particular investor,line on which lie all portfolios with the same expected rate of return and different,A,"The correct answer is
A) a set of investment opportunities formed with a risky asset and a risk-free asset
.
A graphical depiction of the investment opportunity set made up of a risky asset and a risk-free asset is known as the capital allocation line. It displays the combinations of risky and risk-free assets that can provide the best-anticipated yield for a specific level of risk (standard deviation). The slope of the capital allocation line depicts the additional return known as the total risk premium, which the investors demand for taking on additional risk.
The explanation of the incorrect options is as follows:
B) The capital allocation line does not comprise two risky assets. The investment opportunity set made up of a risky asset and a risk-free asset is particularly represented by the capital allocation line. The capital allocation line displays the efficient frontier, which is the collection of assets, and when combined, it provides the greatest anticipated return for a particular degree of risk.
C) The portfolios represented by the capital allocation line do not serve the same utility for a given investor. A measure of an investor's individual choice or satisfaction with various degrees of risk and yield is called utility. The capital allocation line, which does not account for the preferences of individual investors, is a graphical depiction of the risk-return tradeoff for portfolios that include both risky and risk-free assets.
D) The capital allocation line that depicts the efficient frontier, which is the collection of portfolios, merges risky and risk-free assets and offers the highest expected return for a given amount of risk. The capital distribution line shows the ideal mix of portfolios with various expected returns and a standard deviation to gain the appropriate risk-return tradeoff.","Portfolio: A portfolio is a combination of financial assets, stocks, securities, or investments that a person, group, or a company owns. A portfolio is created for achieving specific financial goals or objectives. The primary goal of a portfolio is to optimize the trade-off between risk and return by spreading assets across various sectors, regions, and asset classes to minimize risk and possibly increase returns."
43,Tyco went bankrupt based on the results of its scandal.,True,False,,,A,"The statement is true.
In 2002 some chief executive officers executed some scandal activities inside famous American energy firm Tyco. The result came out in the form of bankruptcy that Tyco had to face. The PricewaterhouseCoopers audited Tyco's financial statement, and it reported that the company performed almost $600 million worth of fraudulent activities.","Tyco's fraud transactions Few dishonest employees and associates working in Tyco, one sizeable American energy firm pursued fraudulent activities and looted about $600 million from the company. The incident came to the public in 2002."
44,"Which of the following relatives may NOT be used to claim the Canada caregiver tax credit ($7,140 for 2019)?",A physically infirm 62-year-old aunt.,A mentally infirm 21-year-old child.,A healthy 67-year-old grandfather.,A physically infirm 35-year-old sister.,C,"Since a healthy 67-year-old grandfather is neither physically nor mentally impaired, the relative cannot be used to claim the Canada caregiver tax credit. Therefore, person C is the correct answer.
The remaining answers are incorrect because the family members and relatives described in A, B, and D would qualify for the tax credit since they are all either physically or mentally infirm. The tax credit can be claimed for a taxpayer's spouse, common-law partner, children/grandchildren, parents/grandparents, siblings, aunts/uncles, and nieces/nephews. The same would apply to relatives of the taxpayer's spouse or common-law partner. The person with the physical or mental impairment must have resided in Canada at any time during the tax year. Furthermore, he or she must have been dependent on the taxpayer for support with life's basic necessities. Examples of these necessities would include fundamental needs such as clothes, shelter, and food.",Canada Caregiver Tax Credit: The Canada caregiver amount is a tax credit available to taxpayers who have to support family members or relatives who are physically or mentally impaired. The amount that can be claimed depends on various factors such as the person's net income and the taxpayer's relationship with the person.
45,Which of the following is NOT a key to financial success identified by Skousen?,Live within your means,Start your own business,Consistently save money,Spend less than you earn,B,"In his book, """"Mark Skousen's 30-Day Plan to Financial Independence"", Mark Skousen identifies the keys to financial success - living within your means, consistently saving money, and spending less than you earn.  Starting your own business is not among them.
Correct answer is B.","Mark Skousen: As of October, 2018, Mark Skousen is a distinguished economic professor at Grantham University, financial adviser, and the author of more than 25 books."
46,"If the maker of a note fails to pay the debt on the due date, the note is said to be dishonored.",True,False,,,A,"a. True.
A note is said to be dishonored if its maker does not make the required payment by the specified date. When the promissory note's maker (the borrower) fails to repay the debt in accordance with its terms, this is called dishonor. When payments are late, the note is considered to be in default. Legal action may be taken by the lender to seek repayment, continue collection efforts, or impose penalties as provided for in the Note or by law.",Promissory Note: A promissory note is an official document outlining the borrower's promise to pay back the loan within a specified time frame. The promissory note serves as both a contract and proof of debt.
47,"David borrows $4,000 from Matthew and gives him a promissory note. David is the:",payor.,payee.,drawee.,maker.,D,"The correct answer is option d. maker.
In the context of a promissory note, David is the maker because he is the one who created and signed the promissory note to borrow money from Matthew. As the maker, he is legally obligated to repay the borrowed amount to Matthew according to stipulated conditions on the said note, like how much is the interest rate, the term, etc.
On the other hand, Matthew is the payee, as he is the person who will receive the payment from David based on the terms of the promissory note.","Negotiable Instruments: In business and finance, negotiable instruments are considered financial documents that guarantee the payment of a specific amount of money, either on demand or at a set future date."
48,What is meant by the term financial planning?,"Long-term goals are reached over an extended period of time, so your current income does not affect them.",It is creating a road map of everything you do with your money.,It is hoping you will have enough money to pay all your bills on time.,"If your income exceeds your expenses, you will be able to save money for the future.",B,"Financial planning is an overall strategy to achieve your future financial goals.
The answer which best describes it is:
b. It is creating a road map of everything you do with your money.
The other answers do not fit for the following reasons:
a. Long-term goals are reached over an extended period of time, so your current income does not affect them.
- this is a statement that is not necessarily true; reaching long-term goals may involve saving today.
c. It is hoping you will have enough money to pay all your bills on time.
- by using the word ""hoping"", this answer clearly does not describe a planning process.
d. If your income exceeds your expenses, you will be able to save money for the future.
- again, this is merely a statement of fact, but does not involve any sort of planning aspect.","Personal Finance Personal finance is an all-encompassing term to describe how a person or household manages their money, including planning, saving, and spending.    A major part of any personal financial plan is to develop short-term and long-term budgets, so that day-to-day as well as long-term expenses can be funded."
49,"Prefix Supply Company received a 120-day, 8% note for $450,000 dated April 9 from a customer on account.",Determine the due date of the note.,Determine the maturity value of the note.,Journalize the entry to record the receipt of the payment of the note at maturity.,,A,"a)
Determining the due date:
For determining the due date, the total period of the note is adjusted with the month-wise holding days, starting from April 9 and ending up to 120 days. The month of the day, which completes 120 days, is the due date. The following table is the determination of the due date:
Particulars
Days
Duration of note (A)
120
April (30-9) (B)
21
May (C)
31
June (D)
30
July (E)
31
Total days up to May (F=B+C+D+E)
113
Total days more required (A-F)
7
From the above calculation, it is concluded that
August 7 will be the due date
as the total days up to July is 113, and the note's duration is 120 days. So, August 7 (120-113) will be the due date.
b)
Determining the maturity value:
Maturity value used up the following details for the computation:
Value of the note, which is $450,000.
Duration of the note, which is 120 days.
Interest rate of the note, which is 8%
The total days in a year are assumed as 360 days.
The maturity value will consist of the principal value of the note and interest income as computed below:
{eq}\begin{aligned} \text { Maturity value } & =\text { Value of note }+\left(\text { Value of note } \times \text { Note rate } \times \frac{\text { Duration of note }}{\text { Total days in a year }}\right) \\ & =\$ 450,000+\left(\$ 450,000 \times 8 \% \times \frac{120}{360}\right) \\ & =\$ 450,000+\$ 12,000 \\ & =\$ 462,000 \end{aligned} {/eq}
Hence, the
maturity value of the note is $462,000
.
c)
Statement showing Journal Entry:
Date
Particulars
Debit
Credit
August 7
Cash
$462,000
Note Receivable
$450,000
Interest revenue ($462,000-$450,000)
$12,000
(To record the payment at maturity value)
Explanation:
The journal entry records the payment made at the maturity date, for which the cash is debited with $462,000. Moreover, $450,000 and $12,000 are credited to the note receivable and interest income, respectively.","Maturity Value: A note maturity value is an amount that is the aggregate value of the initial amount and the interest that is added up to the due date. The payment should be made per the amount obtained, i.e., maturity value."
50,A firm is more likely to offer low starting pay but large pension benefits if:,workers in the firm must possess large investments in firm-specific training.,workers in the firm must possess large investments in general training.,workers can be easily replaced.,None of the above is correct.,A,"The correct answer is
A. workers in the firm must possess large investments in firm-specific training.
A firm will often offer lower starting salaries to employees when they require in-depth, expensive training. Training new employees will require a great number of resources and the organization will not seek to pay high salaries if the individual does not complete their training. Additionally, these employees will have low starting human capital values for the organization. Once individuals receive their training, they will have higher human capital values and the firm will need to entice them to stay. Pension plans offer compensation paid only after an individual retires after a certain term of service to an organization. Pension plans are useful tools to maintain employees within the organization for longer periods of time since they will not receive a pension if they do not meet minimum service requirements. The airline industry and the military are two main groups that use pension systems to retain talent. Pension systems are often better retention tools than simply offering higher pay since individuals cannot reap short-term benefits while later being enticed to higher-paying competitors before reaching the desired time of service for return on investment by the organization.",Pension System: A pension system is a retirement benefit that is often characterized as having a defined benefit. Employees who meet service requirements within an organization will receive continued compensation after retirement. Most pensions will pay benefits as long as the individual remains alive and some may be passed on to spouses or dependents with certain restrictions. In the 1970s new legislation created defined contribution systems such as the 401k which with time have replaced the majority of pension plans.
51,"If you own 500 shares of Company A at $19.25, 800 shares of Company B at $42.22, and 300 shares of Company C at $28.44, what are the portfolio weights of each stock?","Company A 16.48 percent, Company B 62.15 percent, Company C 21.37 percent.","Company A 22.61 percent, Company B 63.48 percent, Company C 13.91 percent.","Company A 21.42 percent, Company B 58.32 percent, Company C 19.26 percent.","Company A 18.53 percent, Company B 65.04 percent, Company C 16.43 percent.",D,"The correct option is
d. Company A 18.53 percent, Company B 65.04 percent, Company C 16.43 percent
.
Given Data:
Shares of company A = 500 shares
Stock price of company A = $19.25
Shares of company B = 800 shares
Stock price of company B = $42.22
Shares of company C = 300 shares
Stock price of company C = $28.44
The portfolio weight is computed by dividing each stock's market value/market capitalization by the individual's total market value. The obtained fraction is multiplied by 100 to obtain the percentage portfolio weight.
The market value of each stock illustrates the product of stock price and shares. That is,
{eq}\rm Market\,value = Share \times Stock\,price {/eq}
Therefore, the market value of companies A, B, and C are computed as:
Company A:
{eq}\begin{align*} \rm Market\,value &= \rm 500\, \times 19.25\\ &= 9625 \end{align*} {/eq}
Company B:
{eq}\begin{align*} \rm Market\,value &= \rm 800\, \times 42.22\\ &= 33776 \end{align*} {/eq}
Company C
{eq}\begin{align*} \rm Market\,value &= \rm 300\, \times 28.44\\ &= 8532 \end{align*} {/eq}
Therefore, the total market value owned by the individual is:
{eq}\begin{align*} \rm Total\,market\,value &= \rm 9625 + 33776 + 8532\\ &= 51933 \end{align*} {/eq}
Then, the portfolio weight is computed as follows:
Company A
The portfolio weight of company A is:
{eq}\begin{align*} \rm Portfolio\,weight &= \rm \dfrac{{Market\,value\,of\,A}}{{Total\,market\,value}} \times 100\\ &= \rm \dfrac{{9625}}{{51933}} \times 100\\ &= \rm 18.53\% \end{align*} {/eq}
Company B
The portfolio weight of company B is:
{eq}\begin{align*} \rm Portfolio\,weight &= \rm \dfrac{{Market\,value\,of\,B}}{{Total\,market\,value}} \times 100\\ &= \rm \dfrac{{33776}}{{51933}} \times 100\\ &= \rm 65.04\% \end{align*} {/eq}
Company C
The portfolio weight of company C is:
{eq}\begin{align*} \rm Portfolio\,weight &= \rm \dfrac{{Market\,value\,of\,C}}{{Total\,market\,value}} \times 100\\ &= \rm \dfrac{{8532}}{{51933}} \times 100\\ &= \rm 16.43\% \end{align*} {/eq}
Therefore, the portfolio weight of each company is:
Company A = 18.53 %
Company B = 65.04 %
Company C = 16.43 %
The options a., b., and c. are incorrect because the calculated portfolio weights are different from the percentage values given in these options.",Portfolio Weight: The different investment/financial assets in the form of stock or bonds owned by an individual define their portfolio investments. Portfolio weight is the percentage/fraction of a particular holding with respect to total portfolio investment.
52,What is the taxpayer's filing status for 2015 in each of the following situations?,Bill's wife died in 2014. Bill maintained a household for his two dependent children in 2015.,"Bill is unmarried and lives in an apartment. He supported his aged parent, who live in a separate home. Bill provided over half of the cost of maintaining his parents' home and also provided over half of each of his parents' support.",Bill is unmarried and maintains a household for his 18-year -old daughter and her husband. Bill pays over half of the support of his daughter. The daughter files a joint return with her husband.,,A,"a.  Bill will file as Qualifying Widow(er) - You are allowed to file two years after your spouse passes away as long as you have qualifying dependents.
b.  Bill's parents would qualify as dependents and Bill is unmarried, Bill would be able to file as head of household.
To file as head of household, you must:
Pay for more than half of the household expenses
Be unmarried for the tax year
You must have a qualifying child or dependent.
c.  Single - Bill can not claim his daughter as a dependent because she is married and files a joint return with her husband and therefore can not file as head of household.","Filing Status: Under United States tax law, all filing individuals (or couples) fall into a filing status.  Your filing status is what determines everything from your tax rates and standard deduction.  There are currently five different filing statuses: Single, Head of Household, Married filing jointly, Married filing separately, and Qualifying Widow(er)"
53,Which of the following is a reason to rent rather than purchase a home if you expect to move from the area in the next couple of years?,"low interest rates, because they make it cheaper to purchase a home.",rental insurance because it is more expensive than home owner insurance.,"realtor commissions, which are about 6 percent of the price of a home, because they make it expensive to buy and sell houses.","the history of housing prices, because they indicate that home values increase quickly and predictably.",C,"The answer is c.
An individual can opt to rent a house because of the high realtor commissions, making it expensive to purchase houses - renting a house for a couple of years until the individual can accumulate the amount needed to buy a house.
When hunting for a house to purchase, individuals may seek real estate agents, who later on may need to get paid. These realtors get paid once a buyer obtains the house. Most of them charge a fee of 5 to 6% of the cumulative price of the house. For example, for a $275,000 house, the realtor's commission amounts to a 6% commission, which is $16,500.  Therefore, this means that the house costs $275000 - $16500 = $258,500. Thus, the realtor's commission is much money if it needs to get paid at once. An individual may then rent, as he or she gets the entire amount in place.",House Renting: House renting is an agreement between a tenant and a landlord to make interim payments for a space to make a house's temporary use. The tenants regularly pay the landlord an agreed amount until when they can afford to purchase their houses. An advantage of renting is that it offers flexibility and an individual quickly relocates whenever possible.
54,Which of the following is not a source of income?,your annual salary for doing your job,your monthly student loan payment,the stipend you receive for doing an internship,the wages you receive after a work shift,A,"Sources of income include any type of compensation received for a job or other type of paid activity.   These would include answers
a.
salary,
c.
stipend, and
d.
wages.  A student loan payment is a money paid out. So, it does not qualify as income.
The answer is:
b. your monthly student loan payment","Personal Finance: Personal finance is a broad term to describe how individuals manage their money, including items such as income, expenses, budgets, savings, investments, and borrowings.  Much of personal finance involves planning for future expenses, such as college education, buying a residence, or retirement."
55,Which of the valuation penalties is likely to arise when an aggressive taxpayer reports:,A decedent's taxable estate?,A business deduction?,A charitable contribution?,,C,"The correct option is (c)
.
It is the charitable contribution also known as the overvaluation penalty which is most likely to arise when an aggressive taxpayer reports. A charitable contribution is usually related to the pretense values and basics and that is why they should be reported by an aggressive taxpayer at the end of the financial period.
Hence, it is the correct option.","Accounting All financial and non-financial activities would be classified as personal, real, or nominal activities based on their accounting nature which is a further classification of the traditional approach of accounting. In earlier times, this method is commonly followed by accountants to debit or credit the transactions."
56,a. Why is it important to havegood credit?,,What are some ways in which a young person can begin to establishgood credit?,What are some ways in which someone who hasbad creditcan begin to improve their credit andcredit score?,What is a FICO Score? What is contained in one's personal FICO Score?,A,"a. Good credit enables and individual or a firm to qualify for all loans accompanied by best interests in the market. Moreover, the less interest on credit, the lesser time it takes to pay the amount
b. There are various ways in which a young person can maintain good credit. The methods include making payments on time; credit balances should be kept low and paid more than the minimum amount each month.
c. There are different ways in which a person can rebuild their bad credit score. These ways include trying to keep your credit limit available by getting a secured card and becoming an authorized user of credit.
d. FICO score refers to Fair Isaac Cooperation credit score. FICO scores are used alongside other credit reports to establish credit risk and assess whether to give credit. FICO score contain credit mix, individuals credit length, history on payments, the owed amounts and current credit.","Credit: Credit refers to the trust between parties, enabling them to lend money or other resources, which is paid on a later date. Credit is essential when an individual or a firm is experiencing a severe financial crisis. ."
57,With whom may a CFP share information?,"A spouse, by request.","A judge, by ruling","Children, above age 18",Anyone with a reasonable relationship and real interest,B,"Whit whom may a CFP share information?
B. A judge, by ruling.
A CFP should not share any financial information concerning entities and individuals. Based on the constitution, the information should be private and should only be meant available to the relevant authorities. One of the conditions when a CFP should share information, is when a judge rules that he or she should share information concerning a particular incident. This is because the judge has the right to ask for private information when the data helps determine a specific case. Therefore, it is correct to argue that the correct answer is
option B.
Additional Information
Option A. A spouse, by request,
is incorrect since a spouse has no constitutional right to ask for another person's financial information.
Option C. Children, above age 18
is wrong since the children have no right to access a person's financial information.
Option D. Anyone with a reasonable relationship and real interest
is incorrect since financial information should always be private.","Certified Financial Planner: A certified financial planner refers to an individual who has expert knowledge of financial planning. When doing financial planning, an individual needs to consult a certified financial planner since he or she will help the individual effectively perform financial planning."
58,A dependent child with earned income in excess of the available standard deduction amount must file a tax return.,True,False,,,A,"The correct answer is option a. True.
If a dependent child's earned income exceeds the standard deduction limit, they must submit a tax return. The standard deduction for a dependent child with earned revenue is more than $1,100 or his earned income plus $350, up to a maximum of the standard deduction for an unmarried individual.
For example, if a dependent child earned an income of $8,000 in 2021, the standard deduction for that child would be $8,350, i.e., ($8,000 plus $350). Since this amount is greater than $1,100, a tax return for the child is required. However, if the child had only made an income of $1,000 in 2021, the standard deduction would be $1,100; then, the child wouldn't have to submit a tax return.","Tax Return: A tax return is a process of filing a formal report that individuals and businesses must file with the government to report their income, calculate their tax liability, and remit payment of any taxes owed."
59,The study of the cognitive processes and biases associated with making financial and economic decisions is:,asset pricing model.,behavioral finance.,efficient market hypothesis.,stock market bubble.,B,Behavioral finance is the study of investor's psychological influence on financial analysis. The focus of the study is that investors aren't always coherent but have self-control limits and biases influence their decision making. The correct answer is B.,"Financial decision: Financial decision is a process in which an investor makes decisions on their company regarding liabilities and shareholder's equity. It helps in establishing when to obtain a company funding, how to get it, and the source of the financing."
60,The party making the promise to pay the promissory note is the;,payee.,maker.,lender.,None of these choices are correct.,B,"The correct option is
b, maker.
The person who issues a promissory note is the maker of the promissory note. The maker is knowns as the promisor of that promissory note who will be liable to pay the amount promised in that promissory note. Thus, the maker is the one who promises to pay the promissory note.
The explanation for incorrect options:
Option a: The promissory note is drawn on the name of the payee or drawee who will get the money from the promisor after maturity.
Option c: Lenders are the individuals or institutes that provide loans to other individuals or institutes.
Option d: The party who makes a promise to pay the amount is the maker, of the options none of these choices are correct and are not applicable.","Promissory Note: An instrument that contains a promise of paying a pre-defined amount by one party to another is a promissory note. It contains all the details such as principal amount, signature, maturity date, etc."
61,A licensee in an active listing agreement gets an offer from a buyer and is accepted. The property is then foreclosed by the mortgage company. The listing agreement is:,Valid,Enforced against the seller,Transfered to the mortgage company,Terminated,D,"The answer is
D. Terminated.
The mortgage company will proceed with its own foreclosure sale once they have completed the foreclosure proceedings and legal paperwork required. The mortgage company will not be required to continue with the original listing or selling agreement. It is possible the previous owner may have underlisted the house and may have agreed to sell it for less than the home or loan value. The mortgage company will have the right to change the terms of the sales listing.
The original agreement will not be valid, not enforced against the seller, and will not transfer to the mortgage company. It will be terminated.","Foreclosure: Foreclosure occurs when a bank repossess a property from a borrower who fails to make payments. The bank will often provide a 30 day notice to the borrower to catch up on their mortgage payments. Banks may negotiate payment terms to avoid foreclosure during major periods of housing downturn. Once a property is foreclosed upon, the bank will attempt to sell the property to recover some or all of the outstanding loan principle. The borrower may be entitled to any excess proceeds if there are any."
62,"Due to the risk associated with company bankruptcies, most employees favor defined contribution plans.",True,False,,,A,"The given statement that due to the risk associated with company bankruptcies, most employees favor defined contribution plans is
true.
Under a defined benefit pension plan, an employer guarantees a regular income to their employees once they retire. The amount to be received depends on different factors, like the employee's average salary, number of years of service, etc. In addition, the employers bear the investment risk. However, if the employer goes bankrupt, the retirement income of the employee might be negatively affected.
Thus, if such a situation is expected to occur, the employees prefer defined contribution plans. Under these plans, the employees are responsible for managing the retirement fund. As a result, the amount to be received on retirement does not depend on the financial stability of the employer.",Retirement Plans: Retirement plans provide a mechanism to ensure a steady income post retirement. Retirement plans can be broadly classified into two categories: defined contribution plans and defined benefit plans.
63,"a. If you buy 100 shares of IBM stock, to what are you entitled?",,What is the most money you can make on this investment over the next year?,"If you pay $50 per share, what is the most money you could lose over the year?",,A,"a.
If you buy 100 shares of IBM stock, you are entitled to any cash, stock, and any other dividends the company pays. You are also entitled to receive additional shares when the company declares a stock split and to vote on shareholders' meetings, as well as to proper notice of these meetings. Finally, you are entitled to receive the proceeds if you decide to sell the stock.
b.
The money you can make on this investment over the next year is not limited to any specific amount. You earn returns in two ways; dividend payments and an increase in the market value of the shares. An investor cannot predict the dividends that the company will declare because that depends on the net income and cash position of the company. Also, the share price can shoot through the roof, and this is money the investor makes because their asset value increases.
c.
As an investor in the stock of a public company, the most you can lose is the amount you have invested. Stockholders are not jointly and severally liable for the actions and debts of the company in the way partners in a partnership are.",Investing in Stocks: Large corporations trade their stock on public stock exchanges. This allows investors to invest in corporations to generate short-term gains or long-term returns. Most individuals indirectly invest in stocks through pension plans even if they do not actively trade on exchanges.
64,Which of the following constitutes tax evasion?,Arranging your affairs to keep your tax liability as low as possible under the tax law,Avoiding taxes,Failing to disclose a tax liability from a completed transaction,Trying to minimize your tax liability,C,"The correct answer is C. failing to disclose a tax liability from a completed transaction.
Tax evasion is considered as unfair means undertaken by any business entity to hide their transactions intentionally or underpay the tax liability to save income. It is a crime for which punishments and penalties are charged for evasion.
Rest of the three options are related to tax avoidance which means steps undertaken to take advantage of the loopholes in the legislature. It is a lawful activity where assessee aims to defeat the intentions of the law. It is a way of using the tax laws to reduce the amount of tax liability.","Tax Evasion: It is the illegal routine with regards to not covering government obligations, not revealing salary amounts, announcing costs not legitimately permitted, or not settling regulatory expenses owed."
65,Which 1040 form should each of the following individuals use?,a high school student with an after-school job and interest earnings of $480 from savings accounts.,"a college student who, because of ownership of property, is able to itemize deductions rather than take the standard deduction.","a young, entry-level, worker with no dependents and income only from salary.",,A,"Particular
Form
a. a high school student with after-school job and interest earnings of $480 from savings accounts
Form 1040 EZ
b. a college student who, because of ownership of property, is able to itemize deductions rather than take the standard deduction
Form 1040
c. a young, entry-level, worker with no dependents and income only from salary
Form 1040 EZ
Form 1040 EZ is filed by the individual or joint filer with no dependent.",Form 1040: Form 1040 is a form used by an individual tax payer for the purpose of filing return with the internal service revenue. Form has various sections that are to be filled by the tax payer and on the basis of this the tax refund or the additional tax liability is determined.
