id,question,A,B,C,D,Answer,Explanation,Hint
35,"When firms invest less because people are saving less, it is called the:",international trade effect.,wealth effect.,interest rate effect.,investment effect.,C,"The correct option is
c. Interest rate effect
.
In the loanable funds market, a decline in savings makes a decline in the supply of loanable funds. Therefore, by keeping the demand for loanable funds the same, a decline in the supply of loanable funds causes a rise in the level of interest rate.
Furthermore, a rise in the interest rate is an indicator of the decline in the quantity demanded of loanable funds. As a result, the existing level of investment in the economic decline. This whole process is known as the interest rate effect.","Saving: In economics, savings refers to the fraction of income that persons do not use to meet their spending in the current period. Rather, it is income that is used to meet the future demand of the person."
36,The profit-motivated purchase and sale of interest-paying securities denominated in different currencies is called _____.,currency conversion,currency hedging,interest arbitrage,interbank interest rates,C,"Correct Answer: C) Interest arbitrage
.Expalnation:
Arbitrageurs can make riskless profits by borrowing money in cheaper currency and inventing in costlier, using the forward market to lock on profit. Interest rates differ from one country to another country, which creates an opportunity for investors. By purchasing foreign currency with a domestic currency, investors can profit from the difference between the interest rates of two countries. The process of borrowing in one currency and simultaneously investing in another currency, with the exchange risk hedge in the forward market is called interest coverage arbitrage.","Foreign Exchange Risk: Foreign Exchange risk results when the domestic currency value of assets, liabilities, or operating incomes, becomes variable in response to unexpected changes in the exchange rate. Foreign exchange risk can be hedge by different methods like forward contract, Future contract, interest coverage arbitrage, etc."
37,"Assuming covered interest parity holds, if {eq}i =8

{/eq}%, {eq}i^*=10

{/eq}%, {eq}e=1.7

{/eq}, what does the forward exchange rate equal?",1.67,1.32,1.18,1.78,A,"Under covered interest parity, the formula for the forward exchange rate is given by
{eq}i = i^* + \dfrac{F - e}{e}

{/eq}
where:
{eq}i

{/eq} is the domestic interest rate
{eq}i^*

{/eq} is the foreign interest rate
{eq}F

{/eq} is the forward exchange rate
{eq}e

{/eq} is the spot exchange rate between domestic and foreign currency
Plugging the given numbers and solving for {eq}F

{/eq}, we get:
{eq}\dfrac{F - e}{e} = i - i^*

{/eq}
{eq}\dfrac{F - 1.7}{1.7} = - 2%

{/eq}
{eq}\dfrac{F - 1.7}{1.7} = - 0.02

{/eq}
{eq}F - 1.7 = - 0.034

{/eq}
{eq}F = 1.666

{/eq}
Thus, assuming covered interest parity holds, if {eq}i =8

{/eq}%, {eq}i^*=10

{/eq}%, {eq}e=1.7

{/eq}, the forward exchange rate equals
a. 1.67",Covered Interest Parity: The covered interest parity refers to a condition in the foreign exchange markets where the variation in interest rate between the foreign and domestic currency of two countries is equal to the percentage variation of the spot and forward exchange rate. This condition holds on the assumption of no-arbitrage for the forward contract.
38,The interest parity condition indicates that the domestic interest rate must be equal to:,the expected rate of appreciation of the domestic currency.,the foreign interest rate.,the foreign interest rate minus the expected rate of appreciation of the foreign currency.,the expected rate of depreciation of the domestic currency.,C,"The answer is c).
According to interest rate, we have:
(1 + domestic interest rate) = (1 + foreign interest rate) * spot exchange rate rate / forward exchange rate
Differentiating both sides with respect to time, we have:
domestic interest rate = foreign interest rate  - percentage change in exchange rate",Interest Rate Parity: Interest rate parity is an equilibrium condition that relates interest rate to exchange rates between two countries. The covered version of interest rate parity makes uses of future contracts.
39,"Assume that annual interest rates in the United States are 4 percent, while interest rates in France are 6 percent.","According to IRP, what should the forward rate premium or discount of the euro be?","If the euro's spot rate is $1.10, what should the one-year forward rate of the euro be?",,,A,"Given information:
Annual USD interest rate = {eq}R_{USD}{/eq}= 4%
Annual euro interest rate = {eq}R_{EUR}{/eq}= 6%
Time to maturity = 1 year
Solution:
Sub part a:
Forward price formula:
Forward price F= {eq}\displaystyle S* e^{( R_{USD} - R_{EUR}  ) *t}

{/eq}
Forward premium/discount is the ratio of (F-S) and S which is equal to F/S -1
Forward premium/discount = {eq}\displaystyle  \frac {F}{S} -1  = e^{( R_{USD} - R_{EUR}  ) *t} - 1

{/eq}
Substitute the given values :
Forward premium/discount = {eq}\displaystyle  e^{( 4\% - 6\%  ) * 1} - 1

{/eq} = -0.019801327 = -0.1.98%
Since the value is negative, forward rate is trading at a discount.
Answer: The forward rate discount of the euro is  0.1.98% (since we used the word discount we removed the negative sign)
Sub part b:
We will use the forward price formula to calculate the forward price.
Forward price F= {eq}\displaystyle S* e^{( R_{USD} - R_{EUR}  ) *t}

{/eq}
Substitue S = $1.10/EUR in the formula:
Forward price F= {eq}\displaystyle 1.1* e^{( 4\%- 6\%  ) *1} = $1.0782 / EUR

{/eq}
Answer: The the one-year forward rate of the euro is $1.0782 / EUR",Currency Forward Rates and Premium/Discount Currency forward rates are calculated using the interest rates of both the countries involved to avoid and riskless profit/ arbitrage opportunities. This is called as the interest rate parity. The forward rate is said to be at a premium if it is higher than the spot rate else it is said to be at a discount.
40,An increase in the interest rate in the United States but not in the European Monetary Union (EMU) will lead to:,a dollar depreciation,a dollar appreciation,the dollar/euro exchange rate to remain unchanged,any of the above,A,"The answer is  A).
According to the interest rate parity, a country with an increase in interest rate will see its currency depreciate. Thus, if interest rate in the United States increases, U.S. dollars will depreciate against the Euro.",Interest Rate Parity: Interest rate parity is an equilibrium condition for exchange rates between two currencies. The two versions of interest rate parity are covered interest rate parity and uncovered interest rate parity.
41,"Assuming uncovered interest parity holds, if the {eq}e=2.45

{/eq}, {eq}i=6 {/eq}% and {eq}i^*=8

{/eq}%, then the expected spot exchange rate equals to _____.",2.20,2.40,2.62,2.88,B,"The correct answer is b) 2.40.
The calculation to determine the expected spot exchange rate under uncovered interest parity is given below:-
{eq}\begin{align*}

{e_{expected\;spot}} &= {e_{spot}}\frac{{\left( {1 + i} \right)}}{{\left( {1 + i*} \right)}}\\

&= 2.45\dfrac{{\left( {1 + 0.06} \right)}}{{\left( {1 + 0.08} \right)}}\\

&= 2.45\dfrac{{\left( {1.06} \right)}}{{\left( {1.08} \right)}}\\

&= 2.40

\end{align*}

{/eq}",Uncovered Interest Parity: The uncovered interest parity is a part of financial theories assuming that a higher interest rate leads to depreciation in a country's currency relative to the foreign currency of another country with a lower interest rate. An investor earns no extra profits by taking advantage of foreign exchange rate differences.
42,What happens if IRP fails to hold?,pressure from arbitrageurs should bring exchange rates and interest rates back into line.,it may fail to hold due to transactions costs.,it may be due to government-imposed capital controls.,all of the above,D,"Interest rate parity (IRP) ensures that an investor will receive the same return by investing abroad as the return he/she can obtain at home.  In certain scenarios, IRP can fail to hold.
A. is correct. If an investor can receive a higher return for the same amount of risk by investing abroad, that investor will choose to do that.  Thus, arbitrage pressure from investors from different countries ensures that investment return is the same in all countries.
B. is correct.  If there are sizable transaction costs, arbitrageurs may fail to correct the imbalance of interest rates (or returns) in different countries.
C. is correct.  Some governments may limit foreign capital by imposing capital controls.  If so, arbitrageurs will not be able to operate freely in such countries, so IRP may fail to hold.
The correct answer is D.
because all answers are correct.","IRP: Interest rate parity (IRP) is an equilibrium condition in financial markets.  According to Interest Rate Parity, an investor in one country will receive the same return per unit of risk regardless of which country he/she decides to invest in.  This is true as long as we measure the return in the investor's home currency."
43,"Everything else held constant, when the inflation rate is expected to rise, interest rates will __________; this result has been termed the __________.",fall; Keynes effect,fall; Fisher effect,rise; Keynes effect,rise; Fisher effect,D,"The correct answer is:
D) rise; Fisher effect
Everything else held constant, when the inflation rate is expected to rise, interest rates will
rise
; this result has been termed the
Fisher effect
The fisher effect was developed by an economist known as Irving Fisher in 1930. Interest rates can be considered as nominal or real interest rates. The nominal interest rate is computed by adding the real interest rate and the inflation rate. The Fisher effect explains the relationship between the inflation rate and the nominal interest rate and is a crucial macroeconomics theory. It states that raising nominal rates causes inflation to fall and its based on the assumption that the real interest rate remains constant.",Interest rates and Inflation rate: Interest rates and inflation rate are part of the macroeconomic variables meaning they impact the performance of the whole economy. Interest rate is considered to be the price of loanable funds and it can also refer to the gain earned by savers. The inflation rate is the increase in the price levels of commodities and services in an economy.
44,The claim that increases in the growth rate of the money supply increase nominal interest rates but not real interest rates is known as the:,Friedman effect,Hume effect,Fisher effect.,none of the above is correct,C,"The correct answer is option C. Fisher effect.
The Fisher effect is the theory that depicts how inflation and both real interest rate and nominal interest rate are related. According to the theory, he stated that growth of money increase the nominal interest rate and doesn't impact the real interest rate.
Option A is an incorrect option. The Friedman effect is the one that deals with decisions regarding the social responsibility that rests on the shareholders of the firm. This doesn't have a relation with interest rates or money supply.
Option B is also incorrect. The Hume effect refers to the relation between the objects of comparison. So option b is also a wrong option.","Nominal Interest Rate: The interest rate, which is calculated without adding the inflation rate, is known as the nominal interest rate. The central banks of a nation set the nominal interest rates for a short period of time."
45,"Suppose the current exchange rate is $1 buys .8474Euro, and key interest rates in the US are at 1% while they are at 3.5% in Europe.","If my stock in the European stock market rises by 20%, what movement would need to occur to cause me to lose money on my transaction (when accounted for in dollars the term in question is 1 year)?","If the US Federal Reserve raises interest rates, how would you expect the Euro to move (appreciate or depreciate)?",,,A,"A. In one year, your real return on the investment, i.e., return denominated in U.S. dollars, depends on both the nominal return on the stock as well as the changes in exchange rate. Specifically, if U.S. dollars appreciates over the next year, then your stock return will be worth less in terms of U.S. dollars. Given your nominal return is 20%, your real return will be negative (i.e., lose money) if U.S dollars appreciates more than 20% over the next year.
B. According to the Interest rate parity, a country with a higher nominal interest rate is expected to depreciate against other currency. Therefore, if the Federal Reserve raises interest rates, U.S. dollars are expected to depreciate against the Euro next year.","Return on Foreign Asset: When you invest in foreign assets using U.S. dollars, then your real returns, denominated using U.S. dollars, depends on both the nominal rate of return on the asset as well as changes to exchange rate. A depreciated U.S. dollar would reduce the real returns."
46,"Everything else held constant, when the inflation rate is expected to rise, nominal interest rates will _____; this result has been termed the _____.",rise; Keynes effect,fall; Fisher effect,fall; Keynes effect,rise; Fisher effect,D,"The correct option is
d. Rise; Fisher effect
.
Mathematically, the nominal interest rate can be estimated as
Nominal Interest Rate = Real Interest Rate + Inflation Rate
Thus, when the inflation rate is expected to rise, it will lead to a rise in the nominal interest rate. This is known as the Fisher effect.",Inflation Rate: The term inflation rate is a macroeconomic concept. It depicts the weighted average rise in the price of bundles of products and services as compared to the previous period or base period.
47,"If the interest rate on two currencies is different, but the currency with the lower interest rate is expected to appreciate by the difference in the interest rates, there is a condition of:",uncovered interest parity,fully hedged positions,,,A,"The correct option is a. uncovered interest parity.
It is correct because uncovered interest parity describes the situation where the difference between two countries' interest rates will be equal to the change in foreign exchange rates of the currency. Uncovered interest parity assumes that the capital market is efficient enough and involves predicting future rates.
Reason for incorrect answer:
Option b. is incorrect because it reduces the total deposits to zero or foreign currency risk management is zero and is not concerned with the expected interest rate.","Exchange Rate: The exchange rate is the rate at which we define one currency's value for exchanging another currency. In the global market, every nation's currency has a different value. For promoting free trade and liberalization, exchange rates are required for comparing one currency value to another one."
48,Exchange Rates,Is the Australian dollar expected to get stronger or weaker?,What do you think about the relative inflation rates in the United States and Australia?,What do you think about the relative nominal interest rates in the United States and Australia? Relative real rates?,,D,"The current exchange rate means one can obtain 1.4000 AUD in exchange for 1.0000 USD.
Part a.
If it is expected to rise by 10%, it is expected to move to 1.5400 AUD per 1.0000 USD (1.40000 * 1.10 = 1.54000).  This means the AUD is expected to grow weaker relative to the USD.  In other words, the USD will be able to purchase a greater amount of AUD in the future.
Part b.
Given the expectation, the inflation rate in Australia is likely to be higher than the inflation rate in the United States.  The relatively higher rate of inflation is eroding the value of the AUD relative to the USD.
Part c.
In order to compensate for the higher rate of inflation, Australia is likely to have higher nominal interest rates than the United States.  However, on a real basis (inflation adjusted), the countries rates are likely to be the same.  This is consistent with the notion of interest rate parity.","Interest Rate Parity: Interest rate parity is an economic theory that asserts that differences in the nominal interest rates in two different countries is attributable to differences in expected rates of inflation, whereby the nation with a higher rate of inflation will necessarily have a higher nominal rate of interest to compensate for its more quickly deteriorating currency."
49,"If the interest rate in the US is 5% for next year, and the interest rate in the UK is 8% for next year, then the International Fisher Effect suggests that:",The pound is expected to depreciate against the dollar by about 3%.B. The pound is expected to appreciate against the dollar by about 3%.C. The dollar is expected to appreciate against the pound by about 3%.D. The pound is neither expected to depreciate or appreciate against the dollar.E. Both A and C are true.,,,,A,"The correct answer is
E. Both A and C are true.
A. The pound is expected to depreciate against the dollar by about 3%.
C. The dollar is expected to appreciate against the pound by about 3%.
According to the International Fisher Effect (IFE), a country with a higher interest rate will have higher inflation. This will cause the higher interest rate currency to depreciate against the lower interest rate currency. In this case, the UK has a higher interest rate of 8% and the US has an interest rate of 5%. So, the dollar is expected to appreciate by 3% compared to the British pound.",International Fisher Effect: The International Fisher Effect explains the variations in nominal interest rates among various countries can be used to anticipate the changes in the exchange rates.  Irving Fisher developed this theory in 1930.
50,"If the spot rate is $1.20, then the dollar-denominated (riskless) return on Euro deposits using a forward cover is:",$ 1350.65,$808.50,$ 800.80,$1363.64,C,"The answer is C).
Here are the missing information:
Consider a U.S. investor with $1,000. Assume that the U.S. interest rate is 5%, the European interest rate is 4%, and the (one-year) forward exchange rate is $0.924
If you deposit $1,000, which could convert to (1,000 / 1.20 euros at the spot rate. The European interest rate is 4%, and the forward exchange rate is 0.924, thus the risk-free return is:
(1,000 / 1.2) *(1 + 4%) * 0.924 = 800.8",Forward Exchange Rate: The forward exchange rate is the nominal rate of exchange between two currencies. The rate dictates the rate at which one currency can exchange for another one on a future date.
