id,question,A,B,C,D,Answer,Explanation,Hint
39,"With respect to the prepaid income from services, which one of the following is true?",The treatment of prepaid income is the same for tax and financial accounting.,A cash basis taxpayer can spread the income over the period services are to be provided if all of the services will be completed by the end of the tax year following the year of receipt.,An accrual basis taxpayer can defer the portion of the advance payment that relates to services not to be provided in the current tax year to the next tax year (the tax year after the year of receipt of the advance payment).,"An accrual basis taxpayer can spread the income over the period services are to be provided, regardless of the length of that period.",C,"The correct answer is C
The choice (c) is correct because accrual basis taxpayers can defer tax payments to the next tax year if the provision of services is not made in the current tax year.
The choice (a) is incorrect because prepaid income is recorded when services are delivered while in tax and financial accounting the income and tax reports are recorded during the payment period.
The choice (b) is not correct because the cash basis taxpayer usually gives the income and tax report when the payment is received not when the services are provided.
The choice (d) is incorrect because income and tax reports should be yearly not on an undefined period where services are provided.","PREPAID INCOME Prepaid income is a fund received by the seller before services provision. It is considered a liability and recorded as a current liability on the balance sheet. Once the delivery is done, the fund is recorded as revenue."
40,Married taxpayers may double their standard deduction amount by filing separate returns.,True,False,,,B,"The statement is FALSE.
If married taxpayers decide to file separate returns, each of them will be allowed to take the standard deduction as a single taxpayer. Thus, their total amount of standard deductions is equal to the standard deduction for a married couple filing jointly.
Note: The information on this site is for educational purposes only and is not a substitute for professional financial advice.","Individual Income Tax: The individual income tax indicates that people's income will be charged by different tax rates, and the tax rate depends on the level of taxable income within a year. Taxpayers are allowed to take the standard deduction, other qualified deductions, and tax credits to lower their income tax liability."
41,"True or False: Landscaping costs can be deducted in the determination of net business income, even if they involve items that would normally be considered capital assets.",True,False,,,A,"The correct answer is true.
Sometimes part of your spending for landscaping, whether you do it yourself or use a professional business, may be deductible. Although the term ""landscaping"" is not specifically defined in the tax laws, Interpretation Bulletin IT-296 suggests that the majority of costs are deductible as long as the work is done primarily for aesthetic rather than purely utilitarian reasons and the area is intended to be made more attractive. These may involve laying sod, re-sloping the land, planting flowers, trees, and shrubs, among other things.","Capital Assets According to the definition of a capital asset, any type of property owned by the taxpayer, is related to their line of work or not counts as a capital asset. All types of property are included, whether they are mobile or immobile, tangible or immaterial, fixed or circulating."
42,"Kimberly is a self-employed taxpayer. She recently spent $1,800 for airfare to travel to Italy. What amount of the airfare is deductible in each of the following alternative scenarios?",Her trip was entirely for personal purposes.,"On the trip, she spent seven days on personal activities and three days on business activities.","On the trip, she spent six days on business activities and four days on personal activities.",Her trip was entirely for business purposes.,A,"a.
In this case, the taxpayer is not eligible for any deduction because the purpose of the trip is personal. A taxpayer can get a deduction if the trip is for business purposes.
b.
In this case, the taxpayer is not eligible for any deduction because the taxpayer spent a small part of the trip for business purposes. The main motive of the trip was personal, not professional.
c.
In this case, the taxpayer is eligible for a deduction.
Calculate the tax deduction as follows:
$$\begin{align*}

{\rm\text{Tax deduction}} &= {\rm\text {Travel expense}} \times \dfrac{{{\rm\text {Days spent on business}}}}{{{\rm\text {Total days of trip}}}}\\

&= {\rm\text {\$ 1,800}} \times \dfrac{{\rm\text {6}}}{{{\rm\text {10}}}}\\

&= {\rm\text {\$ 1,080}}

\end{align*}

$$
Hence, the tax deduction is $1,080.
d.
In this case, the taxpayer is eligible for a deduction. The trip is for business purposes, so the taxpayer is eligible to deduct the whole amount of travel expenses. Hence, the tax deduction is $1,800.",Tax Deduction: It is an item that reduces the tax liability of the taxpayer by reducing the amount of taxable income. Tax deductions are divided into categories standard deductions and itemized deductions.
43,"A firm incurs $60,000 in interest expenses each year. If the tax rate of the firm is 30%, what is the effective after-tax interest rate expense for the firm?","$29,400","$33,600","$42,000","$48,300",C,"The answer is
C. $42,000.
Given information:
Interest expense = $60,000
Tax rate = 30%
Step 1: Determine the interest tax shield:
{eq}\text{Interest tax shield} = \displaystyle \text{Interest expense} \times \text{Tax rate} = \$60,000 \times 30\% = $18,000 {/eq}
Step 2: Determine the effective after-tax interest expense:
{eq}\text{Effective after-tax interest expense} = \text{Interest expense} - \text{Interest tax shield} = \$60,000 - \$18,000 = \$42,000 {/eq}","Interest Tax Shield: The interest tax shield is an income tax savings by deducting the interest expense from the firm's taxable income. It is a cash inflow in a capital budgeting analysis. Alternatively, the interest tax shield is useful to reduce the financing cost of debt."
44,What type of deductions is directly deducted from the Gross Income?,Deductions for AGI.,Tax-exempt income.,Tax credit.,Itemized deductions,A,"The correct option is
Option a: Deductions for AGI
.
Option a:
The deductions for AGI are considered ""above the line"" deductions, which means they are reduced directly from gross income. Some of those are educator expenses, 401(k) contributions, and health-related saving account contributions. Thus, this option is correct.
Option b:
The federal state or tax authority doesn't implement the income tax on certain income from sources that are treated as tax-exempt income. These incomes are to be disclosed in the exempt income schedule. Thus, this option is also inaccurate.
Option c:
The tax credit amount implies deducting the amount from the taxpayers' tax due. It will lower the taxable income amount. Thus, this option is inaccurate.
Option d:
Itemized deductions are accounted for in computing taxable income and deducted from the computed adjusted gross income. Thus, this option is inaccurate.",Taxable Income: Taxable income implies the individual's or entity's income upon which the tax is imposed for a particular assessment year. It involves all income and deductions; exemptions are deducted from income to arrive at taxable income.
45,Income tax collections:,"fall during periods of prosperity, thus increasing federal budget deficits.","rise during periods of prosperity, thus reducing federal budget deficits.","fall during recessions, thus increasing the problem of unemployment.","rise during recessions, thus increasing the problem of unemployment.",B,"The correct option is
B. rise during periods of prosperity, thus reducing federal budget deficits.
Periods of prosperity refer to the economic condition where the economy experiences high growth and development. During this period, there is increased demand for goods and services and increased employment, which increases the living standard of the individuals. The excess demand results in increased inflationary pressure on income. To control inflation, the government will impose income tax to reduce the disposable income of the entities in the economy. A federal budget deficit takes place when expenditure exceeds the income of the government within a certain period. However, increased income tax increases the government's income, thus decreasing the federal budget deficit.
The other options are incorrect.
A. fall during periods of prosperity, thus increasing federal budget deficits.
Income tax rises during periods of prosperity to reduce inflationary pressure, which decreases and does not increase the federal budget deficit.
C. fall during recessions, thus increasing the problem of unemployment.
The option is partly correct as income tax falls during the recession to increase the disposable income of the individuals, which decreases the unemployment problem and not increases it as the employers will no longer lay off workers if its cost decreases through a fall in income taxes.
D. rise during recessions, thus increasing the problem of unemployment.
The income taxes fall and do not rise during the recession to increase the income of the individuals and decrease the severity of the recession through increased spending. It decreases the problem of unemployment.","Income Tax: In economics, the income tax refers to the tax levied by the government on the income or wages earned by the employers and the employees of a nation. The tax percentage levied by the government on each entity depends on its total income."
46,"TNT Corporation's income tax payable is $240,000 and its tax rate is 30%. Assuming no book-tax differences, what is TNT's net income?","$800,000","$72,000","$560,000","$240,000",A,"First, we have to calculate the taxable income as below:
We are given that TNT Corporation's income tax payable is $240,000 and its tax rate is 30%, which means its taxable income before taxes is:
{eq}\begin{align*} \text{Taxable income} &=\frac{\text{Income tax payable}}{\text{Tax rate}} \\ &=\frac{\$240,000}{\text{30%}} \\ &=\text{\$800,000}\\ \end {align*} {/eq}
Now, to calculate TNT Corporation's net income, we need to use the formula:
Net Income = Income before taxes - Income tax expense
Net Income = $800,000 - $240,000
Net Income = $560,000
Therefore, TNT Corporation's net income is $560,000.The correct answer is C.","Income Tax: Income tax is the tax that is required to be paid by any individual, corporation, institution, or legal entity. It is charged on the net income earned by the taxpayer after all the applicable deduction is ruled out. Income tax is charged at a specified rate which differs from country to country."
47,Which one of the following statements concerning the Lifetime Learning Credit is not correct?,"The credit is 20% of the first $10,000 of qualified tuition and related expenses b. qualifying expenses include the cost of tuition for graduate courses at an eligible educational institution",,The credit may be claimed for an unlimited number of years,The credit is available on a per student basis,D,"The answer is
option D.
The credit available on a per-student basis is incorrect because Lifetime Learning Credit is
available on a per-taxpayer basis
that covers the payments for qualifying expenses, like tuition and fees for the taxpayer, spouse, and dependents for their graduates and undergraduates' courses in the eligible educational institution. Thus, option D is the answer.","Tax credit: A tax credit is an item that the taxpayer can deduct from the income tax due. Examples are Lifetime Learning, Child Tax, and Earned Income Tax Credits."
48,Adjusted gross income is not a factor in calculating which of the following itemized deductions?,Medical expenses,Casualty or theft losses,Taxes,Miscellaneous expenses,D,"The answer is
D. Miscellaneous expenses
Medical expenses, Casualty or Theft losses will account the Adjusted Gross Income (AGJ) in determining related limit of deductions or other requirements to itemize these deductions.
Taxes are calculated on the taxable income, which is the remainder of the AGJ after  qualified deductions.","Itemized Deductions: The Internal Revenue Service (IRS) allows taxpayers to file their income tax return with both Standard Deduction and Itemized Deductions. However, the Itemized Deductions will be elected as the total amount of itemized deductions is greater than the given amount of Standard Deduction."
49,"When a taxpayer states that she is in the 15% tax bracket, she is referring to her:",marginal tax rate,nominal tax rate,average tax rate,nominal tax rate,A,"The correct answer is option
A. marginal tax rate
.
In a progressive taxation system, the marginal tax rate increases with the increase in income level The marginal tax rate is usually constant for each bracket of the income level. For example, a 5% marginal tax rate could be applicable up till $100,000 income followed by a 10% marginal tax rate for the $100,001 - $250,000 income bracket, and so on.
Hence, when a taxpayer states that she is in the 15% tax bracket, she is referring to the marginal tax rate. The average tax rate is calculated by dividing the total income tax by the total income before tax.",Income Tax: The overall taxes levied by the government in a particular country can be broadly classified into direct tax and indirect tax. The direct tax is levied on the income earned by individuals and corporations whereas the indirect tax is levied on the sale of goods and services.
50,Employers who fail to deduct proper withholdings from employee payments may be forced to take on the cost of these missed deductions.,True,False,,,A,"The correct statement is true.
Explanation:
Employers who fail to withhold taxes from payments paid to united States-based employees properly are still accountable for the taxes they should have withheld, but they are also subject to fines. However, the employer will be responsible for covering the cost of any missing deductions if the team member is a non-resident alien (NRA).
There are two different kinds of deduction first is required, and the second is Optional. When it comes to voluntary deductions, they can only be taken out of a team member's paycheck if they have their consent or are optional. Mandatory deductions must be made, or the employer faces various penalties depending on the country's regulations if they are not.",Deductions: A decrease subject to state and federal income taxes is what is essentially meant by a tax deduction. It can help to pay less income tax than it would otherwise have by lowering overall taxable income.
51,Which of the following is not excluded from gross income?,Interest income from municipal bonds.,Gifts.,Dividend income.,Scholarships.,C,"The correct answer is option c. Dividend income.
To answer the above problem, let us explain each of the above choices.
Option A is incorrect. The interest income from municipal bonds is excluded from gross income.
Option B is incorrect. The gift is excluded from gross income. Note that gifts are included in the computation of gross gifts, not gross income.
Option C is correct. Taxable gross income includes all income received by registered taxpayers like salaries, rental business income, interest, and dividend income.
Option D is incorrect. The amount of scholarships received is not included in the computation of gross income.
Accordingly,
the correct answer is option C.","Income Tax: In tax accounting, income tax refers to the amount of tax imposed on the income earned by the registered taxpayers. This tax is payable to the government."
52,A tax shield is equal to the related non-cash expense multiplied by {eq}(1 - \text{tax rate}) {/eq}.,True,False,,,B,"The given statement is
false.
A tax shield is the amount of tax saved by non-cash expenditures. As non-cash expenses like depreciation do not result in a cash outflow for the business but are tax-deductible. So, they save taxes for the business without incurring any cash outflow. This is known as a tax shield. Tax shield can be calculated by the following formula.
{eq}\text{Tax Shield} = \text{Sum of non-cash tax deductible expenses} \times \text{Tax Rate} {/eq}",Taxes: Taxes are the amount that is to be paid to the Government and authorities. Taxes can be direct and indirect. Direct taxes are progressive as they increase with the income of the individual. However indirect taxes are equal for the whole population.
53,A taxpayer does not have to pay estimated taxes if:,The taxpayer's earned income credit will exceed his or her tax liability for the current year.,"The taxpayer's tax liability for the previous year was less than $1,000.",The taxpayer's withholding covers 90% of the tax liability for the previous year.,All of the answers are correct.,D,"A taxpayer does not have to pay estimated taxes is
D) all of the above
.
The estimated tax is paid four times a year based on income earned.
Let's analyze each option.:
A) If taxpayers will not end up owing taxes because their income credit exceeds their tax liability, there is no need to pay estimated taxes.
B) If the taxpayer owes less than $1,000 in tax after subtracting their withholding and refundable credits, they need not pay estimated taxes.
C) If taxpayers' withholdings cover at least 90% of what they owe or 100% of the tax shown on the return for the prior year, whichever is smaller, then the estimated payments are not required, and the amount owed can be remitted when taxes are filed.",Underpayment Penalty: The underpayment penalty is assessed on taxpayers who do not contribute enough from paychecks or their businesses to taxes. The underpayment penalty is in place to discourage taxpayers from falling behind on tax payments and costing the government funds to collect.
54,Which of the following credits is not a credit that reduces the tax calculated on taxable income?,Dependency credit.,Child tax credit.,Earned income credit.,Credit for estimated tax payments.,D,"The right choice is
Option d. Credit for estimated tax payments.
This option is correct because there is no such term issued by the IRS called ""credit for estimated tax payments."" If someone pays extra taxes, it can be adjusted or refunded, but they will not get the credit.
Option a:
Dependency credit
-- This option is incorrect because it applies when a person related to the taxpayer (TP) stays with them, is completely dependent on them, and fulfills other conditions. Then the TP gets a dependency credit of $500 on their taxes.
Option b:
Child tax credit
--This option is incorrect because, for a child or more, mostly limited to $6,000, a TP can claim the child tax credit on their taxes provided that the child is under 17 years of age and they also meet other terms of the IRS.
Option c:
Earned income credit
-- This option is incorrect because the earned income credit is available to families with children who fall under the lower-to-middle-income category and can claim some taxes back on their return (refundable credit).",Credit: The tax credit is the amount under the tax laws when the government lets the taxpayer deduct a certain pre-defined amount after satisfying the criteria set up by the government from their tax liability.
55,Alimony is:,deductible by the payer.,included in income by both the payer and the payee.,included in income by the payer and deducted by the payee.,an item that does not affect the payer and the payee's tax reporting.,C,"The correct option is C) for all divorce or separation agreements executed on or before Dec. 31, 2018, and D) for all divorce or separation agreements executed after January 1, 2019.
Previously, the payer spouse was entitled to a from-AGI deduction for alimony paid and the receiving spouse had to include alimony in their taxable income.
This all changed when the Tax Cuts & Jobs Act of 2017 was signed into law, and currently, the payer spouse does not get any tax deduction and the receiving source is not taxed on the alimony received.",Alimony Payments: Alimony is defined for income tax as payments an individual is legally obliged to make to their former spouse. The income tax consequences of alimony payments changed with the Tax Cuts and Jobs Act of 2017.
56,Which of the following statements about methods of accounting is false?,The IRS has the right to determine if a taxpayer s method of accounting clearly reflects the taxpayer's income.,A taxpayer must request permission from the IRS to change its method of accounting for tax purposes.,A taxpayer engaged in more than one business can use a different method of accounting for each business.,Taxpayers must use the same method of accounting to compute taxable income as they use to compute financial statement income.,D,"The answer is
option D.
Taxable income could be calculated using different accounting methods from financial statement income. An example is when the company uses the straight-line method for accounting purposes, and for taxable purposes, it uses the double declining balance method for depreciation expense. Hence, the statement is false.
Other statements are true.",Taxable Income: The final income calculated after deductions and allowances have been made to account for income following tax legislation is known as taxable income.
57,Income tax collection:,"rise during a recession, thus reducing the severity of the recessionB. rise during a recession, thus increasing the severity of the recessionC. fall during inflationary episodes, thus increasing the severity of the inflationD. fall during a recession, thus reducing the severity of the recession",,,,D,"Income tax collection
d) falls during a recession, thus reducing the severity of the recession
.
In a recession, economic activities are down and people and companies have lower incomes and profits. This is why their taxes are lower during a recession. In order to boost the economy, a government can establish additional tax reductions to increase the purchasing power of people. Income tax collections tend to decrease during economic downturns, which in turn leaves more money in the pockets of consumers and businesses, mitigating the downturn's impact. Tax collection may be higher during an inflation.","Tax: Tax is the amount of money levied on corporations, partnerships, and individuals to generate income to fund government projects and social welfare programs, and raise the standard of living for citizens."
58,Which of the following is generally excluded from gross income?,Partnership income,Disability benefits,Rewards,Dividends,A,"a. Incorrect. Partnership income is an ordinary income, which will be taxed by the income tax law.
b. Correct. Disability benefits are usually exempt from taxable income, which will not be included in the gross income.
c. Incorrect. Rewards will be treated as ordinary income, which should be included in the gross income.
d. Incorrect. Dividends are treated as either ordinary income or qualified dividend income, which will be a portion of gross income.","Individual Income Tax: The law of individual income tax is imposed on people's annual income, which is a tax revenue to a government. After qualified deductions, the income tax bracket is determined according to the degree of taxable income. Note that a taxpayer might also have some sources of income that are exempt from the income tax laws."
59,True or False: The tax rules for determining business income are identical to those used for determining property income.,True,False,,,B,"The correct answer is false.
The amount of activity required to produce the money typically determines the difference between business income and income from real estate. A source of revenue that is active is often regarded as company income, whereas a source of income that is passive would be regarded as property income. If the income from both are separate so the tax rules also differ for both.","Tax Law A complex of rules and processes are used by public or sanctioned authorities, including the federal, state, and municipal governments, to assess and collect taxes in a legal environment. This field of law is known as tax law or revenue law."
60,What tax form must a corporation file to report its income?,Form 1040.,Form 706.,Form 1120.,Form 1065.,C,"The correct answer is option c. Form 1120.
To answer the above problem, let us explain each of the above choices.
Option a. Form 1040 is incorrect. Form 1040 is used by individual taxpayers, not the corporation.
Option b. Form 706 is incorrect. Form 706 is an IRS tax form used in filing estate tax return.
Option
c. Form 1120 is the correct answer.
Form 1120 is an IRS form used to account the total tax liability of a corporation.
Option d. Form 1065 is incorrect. Form 1065 is an IRS form used by partnership to account partnership-related tax filing activities.
Accordingly,
the correct answer is option c. Form 1120.","Income Tax: Income tax refers to the taxes that a person or company must pay to the government as part of their income. This tax is used by the government as the primary source of funds to implement various programs, projects, and activities of the government."
