id,question,A,B,C,D,Answer,Explanation,Hint
41,"Based on semiannual compounding, what would the yield-to-maturity (YTM) be on a 15-year, zero-coupon, $1,000 par value bond that's currently trading at $331.40?",3.750%,5.151%,7.500%,7.640%,C,"The correct answer is option
C. 7.500%
The number of semi-annual periods is given by:
{eq}\begin{align*}

&= \text{Number of years} \times \text{Number of semi-annual periods in a year} \\[0.3 cm]

&= 15 \times 2 \\[0.3 cm]

&= 30

\end{align*}

{/eq}
The semi-annual interest rate is given by:
{eq}\begin{align*}

&= (\dfrac{\text{Par value of bond}}{\text{Current value of bond}})^{\dfrac{1}{\text{Number of periods}}} - 1 \\[0.3 cm]

&= (\dfrac{1,000}{331.40}) ^ {\dfrac{1}{30}} - 1 \\[0.3 cm]

&= 3.0175 ^ {0.033}  - 1 \\[0.3 cm]

&= 1.0375 - 1 \\[0.3 cm]

&= 3.75\%

\end{align*}

{/eq}
The annual yield to maturity (YTM) value is given by:
{eq}\begin{align*}

&= \text{Semi-annual interest rate} \times \text{Number of semi-annual periods in a year} \\[0.3 cm]

&= 3.75\% \times 2 \\[0.3 cm]

&= 7.50\%

\end{align*}

{/eq}",Zero-Coupon Bond: A bond is a debt security that may or may not pay interest coupons to the investors or bond-holders. A zero-coupon bond is usually issued at a discount to the face value and redeemed at the face value at maturity. The difference in the two values is the return for the investors.
42,"You have purchased a zero coupon bond that will pay $15,000 to your newborn child in 21 years. If this bond is discounted at a rate of 2.875% per year, what is today's price (present value) for this bond?","$5,654","$9,348.25","$8,271.50","$15,000",C,"The calculated value of today's price of the bond is option c.
$8,271.50
.
The price of the bond is computed as:
{eq}\begin{align*} &= \dfrac{\text{Face value or maturity value}}{\text{(1 + discount rate)}^{\text{Number of years}}} \\[0.3 cm] &= \dfrac{\$15,000}{(1 + 2.875\%)^{21}} \\[0.3 cm] &= \dfrac{\$15,000}{1.02875^{21}} - 1 \\[0.3 cm] &= $8,271.50 \\[0.3 cm] \end{align*} {/eq}","Bond's Price: A zero-coupon bond is a bond that does not pay any periodic interest or coupon payments to the investors. Since it does not pay any interest to the investors, it is issued at a discount to the face value."
43,"Which of these types of bonds would be issued at the lowest price, assuming they all have the same par value and are issued on the same date?",Plain Vanilla bond,Original Issue Discount Bond,0-Coupon bond,,C,"The answer is (c) 0-Coupon bond
The 0-coupon bonds are bonds that are issued at a deep discount on face value. These bonds do not offer any interest to bondholders and redeem at the full face at maturity. The difference between issued value and redeeming value is the actual return earned by the bondholder.
Explanation for Incorrect Options:
Option (a) Plain vanilla bonds are issued with no special feature, and very low risk is associated with these bonds.
Option (b) The original issue discount is the discount offered on the face value of a bond when bonds are issued for the first time.",Bond: A bond is a negotiable financial instrument that indicates that a company owes a specific amount of loan to a bondholder. The bondholders invest with the expectation of earning higher returns on the amount invested. Companies pay a fixed coupon rate on a bond's face value and redeem the principal amount of bonds at the time of maturity.
44,Which of the following is true of the structure of a zero-coupon bond?,an annuity of interest payments and a single principal payment at maturity,"no interim interest payments but a variable payment at maturity, depending on interest rates",an annuity of payments comprised of both interest and principal,no interim interest payments and a single payment at maturity,D,"The answer is
D. no interim interest payments and a single payment at maturity
A zero-coupon bond will not make interest payments during its life. Instead, investors can purchase it at a deep discount. And, the bond issuer will return the principal to the bondholder at maturity.
Analysis of other options
:
A. Incorrect. There is no interest payment for a zero-coupon bond.
B. Incorrect. A principal is a fixed amount.
C. Incorrect. A zero coupon has no coupon payments. In addition, a regular bond will make interest payments and principal payments separately. A bond is not an amortization loan that each payment includes both interest and principal payments.","Zero-Coupon Bond: A zero-coupon bond is a debenture that a business or a government can sell to the general public for additional debt capital. Usually, zero-coupon bonds will be relevant for raising funds in a short period."
45,The current exchange rate between French franc and U.S. Dollar is FF 5.529 per dollar. Last month this rate was FF 5.491 per dollar.,FF has appreciated,US $ has depreciated,FF has depreciated,US $ has appreciated,C,"The correct answer is option
c) FF has depreciated
The current exchange rate between French Franc and US Dollar has increased to FF 5.529 per dollar compares to its last month's value of FF 5.491 per dollar.
{eq}\begin{align*}

{\rm\text{Increase in exchange rate}}\, &= \,{\rm\text{Current exchange rate}}\, - \,{\rm\text{Last month's exchange rate}}\\

&= {\rm\text{FF}}\,5.529\,{\rm\text{per dollar}}\, - \,{\rm\text{FF}}\,5.491\,{\rm\text{per dollar}}\\

&= {\rm\text{FF}}\,0.038\,{\rm\text{per dollar}}

\end{align*}

{/eq}
It implies that an additional FF 0.038 must be paid to purchase one dollar. Since an additional amount is to be paid for buying the same volume of foreign currency (US Dollars), it implies that the FF value has decreased, which indicates a situation of FF depreciation. Hence,
option c is correct.
Incorrect option explanation:
If FF had appreciated, the current exchange rate would be less than last month's exchange rate as the FF is more valuable at present than last month. Hence,
option a is incorrect.
FF has been compared to one dollar in both cases. So, it means that the dollar value has not appreciated or depreciated. Hence,
options b and d are incorrect.","Currency Depreciation: When more money has to be paid to buy a product or currency, it implies that the domestic currency's value has declined. This situation is marked as currency depreciation and is unfavorable to the economy."
46,"An investment is made on May 24 for $50,000, 5% bonds at par value. Interest is payable on March 31 and September 30.",$167,$875,$375,$555,B,"1st Due date = 31 March
Remaining Days from 24 may to 30 September = 128 Days
The accrued interest on the purchase date = 50,000 x (5 / 100) x (128 / 365)
The accrued interest on the purchase date = $876.71
As the accrued interest on the purchase date is $876.71 it is approximately $875.
Hence the correct option is $875 which is option B.",Bonds: The bonds are the financial instruments that are used by the companies. The bonds are issued into the financial market by the companies when they require additional funds. These instruments are the debt-instruments issued to collect the fund from the investors.
47,"When the zero curve is upward sloping, which of the following is true?",The one-year zero rates are always greater than the forward rate for the period between 1 year and 1.5 years.,The one-year zero rates are always less than the forward rate for the period between 1 year and 1.5 years.,The one-year par yield is always greater than the one-year zero rates.,None of the above,B,"The answer is b. The one-year zero rates are always less than the forward rate for the period between 1 year and 1.5 years.  This is consistent with an upward sloping curve, where the expectations for interest rates are higher farther into the future.","Zero Curve: A zero curve is a yield curve that depicts the interest rates offered on zero-coupon bonds of different maturities.  Incidentally, zero-coupon bonds do not pay interest during their lives.  They have a single payment that occurs at maturity."
48,Which of the following statements regarding bond trading is INCORRECT?,The long-term bonds issued by the U.S. government are called Treasury Bills.,The long-term bonds issued by state and local governments in the United States are called municipal bonds.,A bond that makes no coupon payments (and thus is initially priced at a deep discount) is called a zero-coupon bond.,The price a dealer is willing to pay for a security is called the bid price.,A,"The question asks us to select the incorrect statement about bond trading. The answer is
A. The long-term bonds issued by the U.S. government are called Treasury Bills.
That statement is incorrect because Treasury bills are not long-term bonds. Treasury bills are
short-term securities
that typically mature within a year. They may mature in just a few days or 365 days.
The government issues securities as a means to raise funds. Among these, Treasury bills stand out as one of the safest investments. This is because the full faith and credit of the issuing government, in this case, the United States, backs them. The Department of the Treasury issues Treasury bills through regular auctions. Investors purchase these T-bills at a discount from their face value and receive the total face value when the T-bill matures. The difference between the purchase price and the face value is the investor's return.
The other given statements are true regarding bond trading and, therefore, are not the answer to the question.
Other Answer Options
Analysis
Option B
Municipal bonds are long-term debt securities that the state and local governments issue to fund various projects, such as building schools, highways, and hospitals. This is a correct statement about bond trading.
Option C
A zero coupon bond is a type of bond that does not make periodic interest payments. This is a correct statement about bond trading.
Option D
A bid price is the maximum price a buyer can pay for a security, such as a stock or bond, at a given time. This is a correct statement about bond trading.","External Funding: Businesses seek external funding to finance operations, expansion, or new projects. External funding sources provide capital through bank loans, venture capital, and government grants. Each source has its terms, conditions, and implications for the industry."
49,A zero coupon bond is an example of a(n):,fixed income security,original issue deep discount bond,tax-exempt bond,fixed income security and an original issue deep discount bond,D,"The answer is
D) fixed income security and an original issue deep discount bond
Bonds are considered as fixed-income securities because interest payments or principal are constant. In addition, since a zero-coupon Bond does not make interest payment, investors can purchase it at a deep discount initially. The deep discount aims to offset the lack of interest payments within the bond's term.",Zero-coupon Bonds: Zero-coupon bonds are bonds that are issued by either corporations or governments. The main difference between a regular bond and a zero-coupon bond is that a zero-coupon bond does not pay interest payments.
50,The book value of zero-coupon bonds increases by the periodic amount of interest recognized. True or false?,True,False,,,A,"It is
true
to say that the book value of zero-coupon bonds increases by the periodic amount of interest recognized because zero-coupon bonds are always issued at a discount because the present value of its future cash flows is always lower than the maturity value. When a discount on a bond issue is amortized, the carrying amount for the liability increases.
Let us illustrate this with an example. Let us say a company issued 5-year, $1,000,000 zero-coupon bonds for $747,258 when the market interest rate is 6%. The amortization schedule for the bonds looks like this:
Amortization Table
Period End
Beginning carrying value (A)
Interest Expense (B= A * 0.06)
Cash interest payment (C )
Premium Amortization (D= B-C)
Closing carrying value (E=A+D)
Dec 31, 20X0
$747,258
Dec 31, 20X1
$747,258
$44,835
$0
-$44,835
$792,093
Dec 31, 20X2
$792,093
$47,526
$0
-$47,526
$839,619
Dec 31, 20X3
$839,619
$50,377
$0
-$50,377
$889,996
Dec 31, 20X4
$889,996
$53,400
$0
-$53,400
$943,396
Dec 31, 20X5
$943,396
$56,604
$0
-$56,604
$1,000,000
We can see on the schedule that the carrying amount increases until it is equal to the face value on maturity.","Zero Coupon Bond: A zero-coupon bond is a bond with a stated or coupon interest rate of 0%. This does not mean that no interest is recorded on the bond because zero-coupon bonds are generally issued at deep discounts, and the discount must be amortized over the life of the bond"
