id,question,A,B,C,D,answer,explanation,hint,guess,reasoning
498,"Fenzel Slide Oil produces a lubricant, SlickTone, which is used on trombone slides. Information about the budget for the next year is as follows:",Prepare a production budget for each quarter of the next year.,Prepare a material purchases budget for each quarter of the next year.,,,A,"a.The  ending inventory for the finished goods will be equal to 10% of the next quarter's production. Thus, ending inventory is computed by multiplying next month's sales with 10%. The ending inventory for the 4th quarter is 1,000 units.
Particulars
1st Quarter
2nd Quarter
3rd Quarter
4th Quarter
Estimated Sales (a)
6,000
7,000
9,000
5,000
Ending Inventory (b)
700
900
500
1,000
Total Units Needed (c=a+b)
6,700
7,900
9,500
6,000
Beginning Inventory (Estimated Sales * 10%) (d)
600
700
900
500
Required Production (e=c-d)
6,100
7,200
8,600
5,500
b. We were given the following information:
Chemical A requires 4 ounce of raw materials per unit
Chemical B requires 2 ounce of raw materials per unit
Ending inventory for Chemical A and B should be  equal to 20% of the next quarter's requirement
Ending inventory for the 4th quarter will be 8,000 ounce for Chemical A and 4,000 ounce for Chemical B.
Particulars
1st Quarter
2nd Quarter
3rd Quarter
4th Quarter
Chemical A
Required Production (a)
6,100
7,200
8,600
5,500
Ounce per Unit (b)
4
4
4
4
Required Pounds for Chemical A (c=a*b)
24,400
28,800
34,400
22,000
Ending Inventory (d)
5,760
6,880
4,400
8,000
Total (e=c+d)
30,160
35,680
38,800
30,000
Beginning Inventory (f)
4,000
5,760
6,880
4,400
Required Purchases (g=e-f)
26,160
29,920
31,920
25,600
Cost per Pound (h)
1.20
1.20
1.20
1.20
Cost of Purchases- Chemical A (i=g*h)
31,392
35,904
38,304
30,720
Particulars
1st Quarter
2nd Quarter
3rd Quarter
4th Quarter
Chemical B
Required Production (a)
6,100
7,200
8,600
5,500
Ounce per Unit (b)
2
2
2
2
Required Pounds for Chemical B (c=a*b)
12,200
14,400
17,200
11,000
Ending Inventory (d)
2,880
3,440
2,200
4,000
Total (e=c+d)
15,080
17,840
19,400
15,000
Beginning Inventory (f)
2,400
2,880
3,440
2,200
Required Purchases (g=e-f)
12,680
14,960
15,960
12,800
Cost per Pound (h)
2.15
2.15
2.15
2.15
Cost of Purchases- Chemical B (i=g*h)
27,262
32,164
34,314
27,520",Ending Inventory: An ending inventory is the amount of inventory that a company still has at the end of the reporting period. This is the amount reported in the balance sheet.,A,
499,"In order to find out how much cash is available to pay down short term debt, such as a revolving credit line, you must take: A. Cash inflows from operations + cash outflows for investments + financing cash flows + beginning cash balance",,Beginning cash balance + pre-debt cash flows - min. cash balance - required principal payments of LT and other debt,Beginning cash balance + cash inflows from operations - min. cash balance,Beginning cash balance + cash inflows from operations + cash outflows for investments - min. cash balance,B,"The answer is
option B.
The correct formula for calculating the cash available for short-term debt considers the beginning cash balance, the cash flow before debt, the minimum cash balance, and the required payment for long-term and other obligations, as shown below.
{eq}\begin{align}

\text{Cash available for short-term debt payment} &= \text{Cash, beginning + Pre-debt cash flows - Minimum cash balance - Required principal payments for long-term and other debts}\\

\end{align}

{/eq}
The following options have incorrect formulas.
A. The formula applies to determining the cash ending balance on the statement of cash flows.
C. The formula is incomplete because the long-term and other debts and minimum cash balances are missing.
D. Like option C, some are missing in the formula.",Cash Budget: The cash budget for a target period of the company considers all the cash receipts and disbursements or cash inflows and outflows that would affect the business operations.,B,
500,"In preparing a flexible budget, we use:",expected costs at the actual level of activity.,expected costs at the estimated level of activity.,actual costs at the actual activity.,actual costs at the budgeted activity.,A,"The correct answer is option
a. expected costs at the actual level of activity.
A flexible budget varies with the change in actual activity level. It takes into account the estimated rates and actual activity level thereby giving expected costs at the actual activity level. On the other hand, a static budget does not change with the actual activity level.","Budgeting: The budgeting activity is usually carried out for the forthcoming year for various metrics such as sales, manufacturing costs, and administrative costs. Variance analysis may also be carried out by comparing the budgeted values against the actual values.",A,
501,The comprehensive planning document for the entire organization is called the _____ budget.,cash,financial,operating,master,D,"The correct answer is option D. master.
To answer the above problem, let us explain each of the above options.
Option
A. cash
is incorrect. Cash budgeting is very important, focus only on cash receipts and cash payment budgets. It is not a comprehensive budget for the company.
Option
B. financial
and
C. operating
are both incorrect. These budgets focus on the income and expense budget of the company, but not the overall plan of the latter.
Option
D. master
is the correct answer. A master budget comprises all budgeted income statements, a budgeted balance sheet, and the cash budget. It serves as the comprehensive budget that covers all company's operations.","Budget: In management accounting, a budget is considered the very foundation of company's business operations. It is the basis for how much revenue needs to be generated and how much is expected to be paid.",D,
502,Which of the following are non-cash expenses that will always result in differences between the budgeted operating expenses for a given period and the budgeted cash payments for the same period?,Depreciation expense and bad debt expense.,Advertising expense and rent expense.,Depreciation expense and rent expense.,Advertising expense and bad debt expense.,A,"The correct option is A.
Let us discuss each alternative:
A. Depreciation expense and bad debt expense.
This is the correct alternative. The depreciation expense is an accounting expense, and the related cash flow that would be included in the cash budget is the cash purchases of property, plant, and equipment. Bad debt expense is also recorded using accounting entries, and its cash impact is that the cash collections from sales are lower than the budgeted sales revenue.
B. Advertising expense and rent expense.
Both adverting and rent are paid in cash, so they are included in the cash budget.
C. Depreciation expense and rent expense.
No, rent is a cash expense, and depreciation is not.
D. Advertising expense and bad debt expense.
No, advertising is a cash expense, and bad debt is not.",Preparing the Cash Budget: The cash budget is an essential part of the master budget and it is usually one of the final budgets to be prepared because it needs inputs from a variety of other budgets and schedules. Its results are then in turn used to prepare the budgeted balance sheet.,A,
503,Which of the following income statement formats is most commonly used with flexible budgeting?,Sales manufacturing costs selling and administrative costs = net income,Sales cost of goods sold = gross margin operating expenses = net income,Sales variable costs = contribution margin fixed costs = net income,None of the above,C,"The correct answer is option
c. Sales variable costs - contribution margin - fixed costs = net income
.
A flexible budget is a budget that changes with the actual activity level. The total costs of a firm can be broadly bifurcated into fixed costs and variable costs where the fixed costs do not change with the activity level in a given period while the variable costs change proportionately with the activity level within a relevant range.
Hence, a flexible budget format is such that the overall costs are categorized into fixed costs and variable costs. This is possible only in the contribution margin format where the contribution margin is computed by deducting the total variable costs from the sales revenue and the net income is derived by deducting the total fixed costs from the contribution margin.",Budgeting: Budgeting activity is usually carried out for the forthcoming financial year to make estimates for various metrics. A budget is usually compared with the actual values to figure out if the variances are favorable or unfavorable.,C,
504,Which of the following statements is true of cost variances and efficiency variances?,They pertain to the difference between the static budget and actual results.,They pertain to the difference between the flexible budget and actual results.,They pertain to the difference between the flexible budget and the static budget.,They pertain to the difference between the static budget and the previous year's actual results.,B,"The answer is
option B.
The difference between the flexible budget, which is calculated as standard costs multiplied by the actual volume, and the actual results of the company's revenue or expenses is also the sum of the following variances:
cost variances, which is the amount of difference between the standard and actual price per unit multiplied by the actual quantity, and
efficiency variances are the difference between standard and actual units multiplied by standard price.
So, option B is correct.","Variances: Variances, like efficiency and cost, are the main components of the variance analysis, in which the company evaluates its actual performance with its expected results.",B,
721,A startup typically does not become profitable or breakeven for:,the first year.,two to three years.,four to six years.,six to eight years.,B,"The correct answer is (b.) two to three years.
Start-up companies invest more in initial periods to attract customers through their strong sales and marketing techniques. The profit earned in the first year or two is spent on expenses or supporting further business processes. Thus, a time of two to three years is taken by firms to adjust to the market and examine the key areas where investment is required and judge the potential areas that can generate profit. After establishing the customer base and examining the market conditions for required expenditure, the startups generally start making profits.
Reasons for incorrect options:
Option (a.) is incorrect because the first is crucial for firms as they need to access the market and work on the areas where reinvestment is needed. Although the first year doesn't need to prove to be profitable, the earnings can be less.
Option (c.) is incorrect because when the firm operates for four to six years, it earns profit as the company operates in the growth stage and works on further developmental processes. Thus, the firm can reach a profitable stage if the planning and execution go in the right direction.
Option (d.) is incorrect because six to eight years of the firm's operations bring an idea about its right strategies and expanded market share. The firm reaches the breakeven stage where it may mature or look for expansion ideas in the market.",Prospective Entrepreneur Role: A prospective entrepreneur tries to drive values over goals through personal integrity. He works as a business innovator and even arranges initial financing through personal savings and sets standards to differentiate business operations.,B,
722,All of the following are considered when preparing the cash budget except:,payments for inventory.,cash receipts from customers.,depreciation expense.,cash payments to suppliers.,C,"Correct Answer:
Option c. depreciation expense
.
a. payments for inventory.
Any cash inflows or outflows transaction is recorded in the cash budget, and payment for inventory results in a cash outflow.
b. cash receipts from customers.
Cash receipts from customers result in cash inflows and are reported in the cash budget.
c. depreciation expense.
Depreciation expense is a non-cash expense that does not involve any cash outflow. It is not reported in the cash budget.
d. cash payments to suppliers.
Cash payments to suppliers result in cash outflows and are reported in the cash budget.",Cash Budget: The cash budget records the expenses and receipts involving cash. It determines the net cash balance available after considering the revenues and related costs. A cash budget helps prepare for future uncertainties that can avoid cash shortages.,C,
723,Establishing a company as one's own business is the least risky way of generating business in the United States.,True,False,,,B,"It is false that establishing one's own business is the least risky way of generating business in the United States. Like all other businesses in the US, establishing a company is challenging and could be risky, and the chances of failing are much higher. A company needs a lot of work to start and ensure it meets its set goals and objectives. Startup companies face multiple risks, including competition, financial difficulties, and economic instabilities. Therefore, for any company to thrive in the US, they need to put in a lot of effort and resilience to remain in the market. Statistics have proven that most startups fail to see their 2nd birthday because of mismanagement and poor structures. Even for individuals with a fantastic idea and a viable business model, successfully executing that plan is fraught with challenges. Hiring competent staff, dealing with suppliers",Businesses startups in the US: The US government has provided a suitable ambiance for its citizens to open businesses and companies; individuals need to succeed in the skill and ability to start and manage their business well because the government tries to ensure that businesses flourish at all costs,B,
724,Genius Professor Mullen Company has the following budgeted sales:,"$112,000","$106,000","$105,000","$100,000",B,"The correct answer is B.
Collections in March
Amount ($)
March cash sales ($100,000 × 40%)
40,000
March credit sales ($100,000 × 60% × 50%)
30,000
February credit sales ($120,000 × 60% × 50%)
36,000
Total expected cash receipts
106,000
The total amount of the expected cash receipts during March is
$106,000
.",Budgeted Cash Receipts: Budgeted cash receipts can be defined as the total expected cash inflow of the upcoming financial year. The value of budgeted cash receipts is used in the preparation of a cash budget.,A,
725,"The Most Brilliant Professor Mullen Company's past experience indicates that 60% of its credit sales are collected in the month of sale, 30% in the next month, and 5% In the second month after the sale; the remainder (5%) is never collected. Budgeted credit sales were:","$271,200","$205,200","$216,000","$259,200",A,"The cash inflow in the month of March is $271,200 (A)
The calculation is given below.
Cash inflow = 5% in the second month after the sale + 30% in the next month + 60% of its credit sales
Cash inflow = ($240,000 * 0.05) + ($144,000 * 0.3) + ($360,000 * 0.6)
Cash inflow = $12,000 + $43,200 + $216,000
Cash inflow = $271,200",Cash Budget: Determining the total cash available with the company in the future is very crucial in order to you better planning. Data collected from cash receipts and cash reimbursement schedules are utilized to prepare a cash budget.,A,
726,Which of the following budgets should be prepared before the others listed below?,Cost of goods manufactured budget.,Cash budget.,Production budget.,Overhead budget.,C,"Answer: c. Production budget.
The production budget is a component of the master budget. This estimates the level of units to be produced so that this will be enough to cater the estimated level of sales for the period, as well as to maintain the desired level of ending inventory. The production budget serves as the basis for the number of raw materials to be purchased, the direct labor to be incurred, the related manufacturing overhead, among others.",Cost of Goods Sold: The cost of goods sold account is also termed as cost of sales. This account has a normal balance of debit and is considered as a reduction when computing for the gross margin.,C,
727,Which of the following is not an advantage of a perpetual budget?,It keeps management involved in the budget process.,It forces management to maintain a constant focus on the company's goals and objectives.,"Both ""a"" and ""b"" are correct","""a"" is correct but not ""b""",C,"The answer is
option C.
Both options A and B are advantages of a perpetual budget.
A. Management is always involved in budgeting because they need to add one month for every completion of the 12th month.
B. Since the management is always involved, they are constantly reminded to focus on the company's goals and objectives and forced to think ahead for the twelve-month budget.","Perpetual Budget: The budgeting period for a perpetual budget is one year. However, a new month is added to the end of the budget term once the current month expires.",C,
728,Which of the following will occur if X Co.'s May sales are lower than its budgeted sales for that month?,X's actual inventory at the end of May will be higher than originally budgeted.,X's actual Cost of Goods Sold (COGS) would be higher in May than originally budgeted.,X's actual June purchases will need to be higher than originally budgeted.,All of the above could occur.,A,"The correct option is (A)
Option A is correct as Sales are less than budgeted sales so it will increase the closing inventory of the company at the end of the month since not as much of this inventory will have been shipped out as was expected.
Explanation of incorrect options:
Option B is incorrect as Sales are less than budgeted sales then the Cost of Goods Sold will be less than the budgeted COGS.
Option C is incorrect as closing inventory will increase in May relative to what is expected due to a decrease in actual sales. This means opening inventory in June will be higher than budgeted so rather than resulting in increasing purchases the purchases will actually decrease in June.
Option D is incorrect as ending inventory will be higher but the other choices represent things that will not happen.",Budgeted Sales: Budgeted Sales refers to the plans made by the sales manager in order to estimate the units that will be sold during a particular period. Budgets are made to assess and control any variations between budgeted and actual sales.,A,
772,A major weakness of flexible budgets is that:,None of these is a major weakness of flexible budgets.b. They compare actual costs at one level of activity to budgeted costs at a different level of activity.c. They are valid for only a single level of activity.d. They ignore fixed costs.,,,,A,"Let us discuss each alternative:
a. None of these is a major weakness of flexible budgets
No
b. They compare actual costs at one level of activity to budgeted costs at a different level of activity.
This is one of the major
disadvantages of static budgeting
. In flexible budgeting, this is avoided because variable costs are budgeted at the same activity level as the actual results.
c. They are valid for only a single level of activity.
This is the correct option. A flexible budget depends on the number of units it is prepared for, and it must therefore be recalculated for each change in activity level when used to evaluate costs.
d. They ignore fixed costs.
No, flexible budgets include fixed costs. The budgeted amount of the fixed cost is equal to the static budget amount because fixed costs should not reach to changes in activity levels.",Flexible Budgets: Flexible budgets are useful for producers with significant variable costs because it makes it possible to separate the volume and spending components of the total budget variance.,A,
773,"Howard Services, Inc., has $8,400 cash on hand on July 1. The company requires a minimum cash balance of $7,500. July cash collections are $548,450. Total cash payments for July are $570,030.",Prepare a cash budget for July.,"How much cash, if any, will Howard need to borrow by the end of July?",,,A,"a.
The cash budget begins with the beginning cash budget and ends with the financing section:
Howard Services, Inc.
Cash Budget for July
Beginning cash budget
$8,400
Cash collections
$548,450
Cash available
$556,850
Cash disbursements
570,030
Cash surplus (deficit)
$(13,180)
Financing:
Borrowings
20,680
Ending cash balance
$7,500
b.
We can see from the cash budget that the company needs to borrow
$20,680
in order to maintain its required cash balance.",Cash Budget: One of the purposes of a cash budget is to determine the finance that a company will need in order to maintain its minimum required cash balance. This makes it possible for management to make the necessary arrangements in good time.,B,
774,Principal components of a master budget include:,production budget,sales budget,capital expenditures budget,All of these.,D,"Correct Answer:
d. All of these.
The principal components of a master budget are the production budget, sales budget, and capital expenditures budget.
a) Production Budget:
This section details the number of units to be produced. This is based on the projections for inventory and sales. Thus, the budgets for raw materials and labor needed are captured.
b) Sales budget:
This is a budget that projects how many units of a given unit will be sold, and the amount of revenue that will be generated.
c) Capital Expenditures Budget:
This is the budget for the fixed assets that will be needed in the production budget. Fixed assets aid in the production of goods and services, but they are not consumed during the process.","Master Budget A master budget is a financial document that details the amount of money an organization plans to generate during a given financial year, and how that money will be expended. In other words, it is an estimate of incomes and expenditures for a company for a given financial year.",D,
775,The production budgets are used to prepare which of the following budgets?,operating expenses.,sales in units.,"direct materials purchases, direct labor cost, and factory overhead cost.",sales in dollars.,C,"Answer: c. direct materials purchases, direct labor cost, and factory overhead cost.
The production budget is based on the sales budget. This reports for the number of units to be produced so as to comply with the estimated level of sales and the level of ending inventories to be retained. Thus, once production is known, this provides information on the level of direct materials to be purchased, the direct labor hours needed and the overhead cost to be incurred.","Sales Budget: The sales budget is a component of the master budget. This reports for the estimated level of units to be sold within the period covered, including the estimated sales revenue to be generated.",C,
776,The purpose of the sales budget report is to:,control selling expenses.,determine whether income objectives are being met.,determine whether sales goals are being met.,control sales commissions.,A,"Let us discuss each alternative:
a. control selling expenses.
No, the sales budget report reports on sales revenue and sales units, not selling expenses.
b. determine whether income objectives are being met.
No, the report includes only revenue, not expenses, so it cannot be used to compare actual and budgeted operating or net income.
c. determine whether sales goals are being met.
This is the correct alternative. The report compares the actual and budgeted sales units and sales revenue to find variances and label them.
d. control sales commissions.
No, sales commissions are not included in the sales budget or in the sales budget report.",Sales Budget Report: The sales budget is the foundation of the master budget as it is the first budget that is prepared and other budgets build upon it. The sales budget report is a variance report prepared throughout the budget period.,C,
777,Which of the following is generally included in the sales budget?,Schedule of cash receipts for the projected sales,Desired ending inventory,Budgeted cost of goods sold,Schedule of cash payments for inventory purchases,A,"Correct Answer:
Option a. Schedule of cash receipts for the projected sales
.
a. Schedule of cash receipts for the projected sales
The sales budget includes the cash receipts schedule for the projected sales. It is computed by multiplying the estimated sales units by the estimated selling price.
b. Desired to end inventory
It forms part of the production budget and not the sales budget.
c. Budgeted cost of goods sold
It does not form part of the sales budget.
d. Schedule of cash payments for inventory purchases
The purchase budget includes the schedule of cash payments for the inventory purchases.","Budget: A budget is used to forecast the revenues and expenses for the future period. A master budget includes all the budgets, and the operating budget includes all the income statement items.",A,
778,"Which of the following may be responsible for a fair share of the perennial ""project cost overruns""?",Rapidly rising inflation.,Delays in obtaining contracts and permits.,Lack of raw materials.,Forecasting bias by the sponsoring manager.,D,"The correct answer is option
D: Forecasting bias by the sponsoring manager.
The leading cause of project cost overruns is the underestimation of actual costs during budgeting. Forecasting bias is the over or under estimation of expected project costs. Underestimation of the costs of a project is caused by managers' intentional or unintentional forecasting bias. Managers can be biased in their forecasts due to a lack of necessary expertise and knowledge. Some managers intentionally misrepresent project costs to make a project seem viable.
Explanations for the incorrect choices:
a. Rapidly rising inflation. This is incorrect because inflation is responsible for project cost escalation, not cost overruns. Cost escalation is an anticipated increase in project costs due to factors like inflation.
b. Delays in obtaining contracts and permits. This is incorrect because such delays would hinder the start of a project but not increase its expenses.
c. Lack of raw materials. This is incorrect since a lack of raw material hinders the implementation of a project but does not increase its costs.",Project cost overruns: Cost overrun is the sum of unexpected costs that exceed budget estimates in implementing a project. Project cost overruns are disadvantageous to a firm because it spends money intended for other purposes to cover unexpected project costs.,D,
779,"Within the cash budget, if budgeted receipts are less than budgeted disbursements, the company should then plan to:",Borrow to cover the shortfall.,Increase the selling price of goods.,Reduce projected expenditures.,All of the above.,A,"Within the cash budget, if budgeted receipts are less than budgeted disbursements, the company should then plan to
A. borrow to cover the shortfall
.
Many companies preempt such a scenario by maintaining a minimum cash balance so that shortfalls can be covered. Additionally, in terms of financing, companies may require a company to maintain a minimum balance or current ratio.
Analysis of Alternatives
B. The company may want to consider this, but this depends on market conditions.
C. Reducing projected expenditures, particularly if those expenditures are towards periods of higher revenues, would be self-defeating and the company should consider financing the gap.","Cash Crisis: When a company runs out of cash and can't make payments to employees, suppliers, or creditors, the consequence is a potential default on obligations. This is known as a cash crisis and is why companies use a cash budget.",A,
