id,question,A,B,C,D,answer,explanation,hint,guess,reasoning,baseline_guess
228,"Using the legend provided, classify each of the following tax sources:",Sixteenth Amendment to the US Constitution,Tax treaty between the United States and France,Revenue Procedure,US District Court decision,A,"a.	Sixteenth Amendment to the United States Constitution would be classified as a primary tax Source as it is an activity that might bring changes in the government resources or in the congressional activities as well.
b.	Tax treaty between the United States and France would also be classified as a primary tax source because a tax treaty is included in the category of primary resources available for taxation purposes.
c.	Revenue Procedure is also a primary tax source.
d.	US District Court Decision is classified as a primary tax source that must be followed by the tax authorities.",Tax A certain amount calculated on the basis of slab rates provided by the government which is required to be paid to the government of a particular country is known as tax. It is recorded in one of the financial statements known as the cash flow statement because it involves the movement of cash.,,,A
229,Which of the following circumstances created a future taxable amount?,"Service fees collected in advance from customers: taxable when received, recognized for financial reporting when earned.",Accrued compensation costs for future payments.,Straight-line depreciation for financial reporting and accelerated depreciation for tax reporting.,Investment expenses incurred to obtain tax-exempt income (not tax deductible).,C,"""Option c. Straight-line depreciation for financial reporting and accelerated depreciation for tax reporting"" is correct.
Under the accelerated depreciation method, the asset is depreciated with high value in the earlier periods as compared to the straight-line method which has an equal amount each period. As a result, the higher depreciation in the starting years reduces the amount of tax in those years and as the depreciation gets lower in the future, it will create a future taxable amount.",Deferred Tax Liability: The deferred tax liability refers to the liability that occurs when there is a temporary taxable difference in the books of the accounts. It represents the liability that will need to be paid in the future that occurs due to different laws for tax and the generally acceptable accounting principle.,,,C
230,Which of the following is a temporary difference classified as a revenue or gain that is taxable after it is recognized in financial income?,Subscriptions received in advance.,Interest received on a municipal obligation.,Prepaid rent received in advance.,Sales accounted for on the accrual basis for financial reporting purposes and on the cash basis for tax purposes.,D,"The answer is
option D
, sales accounted for on the accrual basis for financial reporting purposes and on the cash basis for tax purposes.
Sales accounted for on an accrual basis (
installment sales
) is recorded at the time of sale, irrespective of whether cash is received or not; whereas, for tax purposes, revenue will be deferred and will only be recognized when cash is received.","Deferred Tax Liability Deferred tax liabilityis an account on the balance sheet that occurs when accounting income tax expense is greater than regulatory income tax expense. This is due to thetemporary differenceswhich results in a deficit amount paid for taxes that the company expects to pay at a future date. Because there are differences between what a company is allowed to deduct for accounting and tax purposes, there is a difference between its taxable income and income before tax. A deferred tax liability indicates that the company will pay more income tax in the future because of a transaction that took place during the current period.",,,D
231,Which of the following is not a theoretical consideration relative to partial allocation?,Agency theory,Future events,Financial statement articulation,Verifiability,A,"The correct answer is A) Agency theory.
The agency theory of accounting describes the owner and agent relation between the shareholders and managers of a company. It is used to describe how both parties work for their benefit. So, it is not related to partial allocation; the allocation theory talks of how an organization distributes its production factors amongst its various activities.
Explanation for the incorrect options:
Option B): It is an incorrect option because the future events are an essential consideration relative to partial allocation, as the future anticipated events are the reason for the temporary differences.
Option C): It is incorrect because financial statement articulation is also related to the calculation of deferred tax assets and deferred tax liabilities, so it is related to partial allocation.
Option D): It is an incorrect option because verifiability of the recorded data in the financial statement plays an essential role in determining inter-period partial allocation.",Taxation: Taxation is the means of revenue for the federal or state government of a country. They impose different taxes on their citizens based on their income and wealth; they can pay direct taxes or indirect taxes.,,,B
232,Which of the following is not a true statement regarding SFAS No. 109?,It maintained a comprehensive allocation orientation.,It requires a matching orientation.,It has an asset-liability viewpoint.,It retained the mandatory nature of income tax allocation.,D,"Correct Answer: A
Explanation:
SFAS No. 109 deals with income tax accounting. It considers the issues faced with deferred taxes under the comprehensive tax allocation method. Some exceptions are applied to this standard in recognizing some of the items that arise due to timing differences. Hence, SFAS 109 doesn't maintain a comprehensive allocation method.
Incorrect options: B, C, D
B: SFAS 109 indeed follows the matching concept as it matches the expenses and revenues arising from the deferred tax assets and liabilities. It tries to match the differences that increase tax expense.
C: As the main aim of SFAS 109 is to deal with deferred tax assets and liabilities, it considers the asset-liability approach. It makes necessary disclosures when there is noncomparability of results.
D: As the income tax allocation is made to continuing or extraordinary items or other operations, the company can keep track of actual expenses incurred due to timing differences. Hence, SFAS 109 retained allocating taxes to give exact figures of deferred income.","Tax allocation: When there are timing differences in paying tax, the company allocates its tax accordingly. The company allocates the tax under the comprehensive tax allocation method or partial tax allocation method. Deferred tax assets and liabilities are the components that occur due to timing differences and allocated accordingly.",,,A
233,Which of the following items is a permanent difference between taxable income and financial accounting income?,Depreciation,Dividends-received deduction,Bad debts,Net capital loss,B,"Answer choice:
B)  Dividends-received deduction
Explanation:
Dividends received deduction is a permanent different between taxable income and book income.  The reason for this is that on the tax returns of some corporations they receive a deduction for dividends received based upon the percentage of stock owned.  On financial accounting income there is no expense for this and thus creates a permanent difference.",Tax Differences: Financial accounting and tax accounting can be very different which creates permanent and temporary differences between taxable income and financial income.  This is in large part due to the fact that some expenses are deductible for tax purposes at a different rate than for financial accounting income.,,,B
234,Which of the following requires inter period tax allocation?,Discontinued iperations loss.,Municipal bond interest revenue.,The use of similar depreciation computations for both book and tax purposes.,"Probable, estimate contingent losses.",C,"The correct answer is
c. The use of similar depreciation computations for both book and tax purposes.
While depreciation computations can be similar between a firm's financial accounting books and its tax books, the truth is that different methods are used (i.e. MACRS for tax accounting and straight-line/double-declining/units-of-production for financial accounting). This discrepancy in policy will cause
temporary
tax differences which result in an inter period tax allocation.",Inter Period Tax Allocation: Companies must identify any instances of Inter Period Tax Allocation when compiling financial reports. An Inter Period Tax Allocation arises when there is atemporarydifference in accounting and tax reporting due to differences between the Internal Revenue Code and GAAP.,,,A
235,Which of the following statements explain the permanent differences between tax and financial accounting?,ii only,i and ii,i and iv,ii and iii,D,"Answer: d. ii and iii
Permanent differences between tax and financial accounting pertains to differences on recognition of revenues and expenses which are not expected to reverse or in the succeeding years. It means that whenever a financial income or expense is declared as non-taxable or non-deductible, it will remain as such even for the next taxable periods. Temporary differences is the opposite of permanent differences wherein items that are non-taxable or non-deductible in one accounting period will be taxable or deductible in the periods.",Income Tax Income Taxes are additional expenses that should be paid to the government in relation to the taxable income earned after deducting the necessary allowed expenses.,,,A
236,Which of the following will not result in a temporary difference?,Product warranty liabilities.,Installment sales.,Advance rental receipts.,All of these will result in a temporary difference.,D,"The correct answer is d. All of these will result in a temporary difference.
The listed examples all result in temporary differences.
1)	Product warranty liabilities create a temporary difference as the organization has to report accrued product warranty liability in their financial statements. This accrued liability amount is reported after a proper analysis process as mentioned in the tax laws. These expenses are not reported in the tax return until they have occurred. This creates a difference between the income as per financial statements and the tax return.
2)	Instalment sales are reported in full amount in the income statement at the time of entering into sales. The money received on an installment basis is reported in the tax return in the year in which it is incurred. This results in temporary differences.
3)	Advance rental receipts are reported in the tax return in the fiscal year they are incurred. They reported in the accounting income in the year in which they are obligated to be received. This creates a temporary difference.",Temporary Differences in Taxable Income: Temporary differences in taxable income are recorded due to differences between income as per financial statements and tax returns. This can arise as the expenses and revenues are recognized in different periods on the financials and the tax return. This might also be a result of differences in income calculation methods.,,,D
237,Which statement is false?,Tax accounting is related to the ability to assess future cash flows.,Company should report changes in the deferred tax asset and liability accounts as footnotes in 10-k.,Company does not have to report tax carrybacks and carryforwards in 10-k.,Tax accounting is related to the quality of earnings.,C,"The correct option is (c)
.
A company is required to record and report all carrybacks and carryforwards related to tax in form 10-k in order to disclose an accurate result of incomes or earnings of an organization. It helps in determining the approximated returns in the future time period.
Tax liability can also be properly determined after recording all carryforwards and carrybacks of tax.
Hence, it is the correct option.",Tax Accounting Tax accounting is one of the divisions of accounting which states the norms and policies required for the companies while they are preparing their tax returns. It is basically derived from the Internal Revenue Code (IRC).,,,C
320,10. All of the following are exclusions from gross income EXCEPT:,Scholarships,Gifts,Dividend Income,Interest Income from a Municipal Bond,C,"The answer is:
C. Dividend Income
.  Both ordinary and qualified dividends are included in adjusted gross income, but they are taxed differently.",Income Exclusion: An income exclusion is a taxation term that refers to a rule which sets aside certain types of income as non-taxable. This means it is not included as part of your adjusted gross income.,,,C
