id,question,A,B,C,D,answer,explanation,hint,guess,reasoning
179.0,"Calculate a firm's WACC given that the total value of the firm is $2 million, $600,000 of which is debt, the pre-tax cost of debt is 10%, and the cost of equity is 15%. The firm pays no taxes.",9.00%,11.50%,13.50%,14.40%,C,"The answer is
C. 13.5%.
The following formula usually estimates the weighted average cost of debt of a specific firm:
{eq}\boxed{\text{WACC=Cost of debt*Weight of debt + Cost of equity*Weight of equity}}

{/eq}
According to the capital structure theories the value of the firm is equal to:
{eq}\text{Value of the firm=Value of debt + Value of equity}

{/eq}
Therefore, given the firm's total value and the value of debt, we can estimate the value of equity, which will be used in the computation of weights.
{eq}$2,000,000=$600,000 + \text{Value of equity}

{/eq}
{eq}\text{Value of equity}=$2,000,000-$600,000

{/eq}
{eq}\text{Value of equity}=$1,400,000

{/eq}
WACC will thus be equal to:
{eq}\text{WACC}=10\%\times \dfrac{600,000}{2,000,000}+ 15\% \times \dfrac{1,400,000}{2,000,000}

{/eq}
{eq}\boxed{\text{WACC}=13.5\%}

{/eq}",Components of WACC: The WACC is mainly composed of the respective cost of capital multiplied by respective weights. WACC consist of the following costs:,C,
180.0,Capital Structure decisions refer to the:,Dividend yield of the firm's stock,Blend of equity and debt used by the firm,Capital gains available on the firm's stock,Maturity date for the firm's securities,B,"Capital Structure decisions refer to the
B. Blend of equity and debt used by the firm
.
In corporate finance, capital structure refers to a firm's composition of debts versus equity in financing its assets. There are various measures for a firm's capital structure, and the most commonly used one is the debt-equity ratio. All else the same, the higher the debt-equity ratio, the more levered a firm is because it uses more debt than equity in financing its assets.",Modigliani-Miller Theorem: The Modigliani-Miller theorem is an imperative postulate in the study of corporate finance. The theorem provides important theoretical foundations for firms to determine the optimal capital structure.,B,
181.0,"Generally the _____ a firm's business risk, the _____ the amount of financial leverage that will be used in the optimal capital structure.","greater, greater","smaller, less","greater, less","smaller, greater",C,"The answer is c.
If a firm engages a high business risk, it should optimize the capital structure with less debt, which refers to a lower financial leverage. The reason for this suggestion is to ensure that the firm will be able to meet its debt obligation when business risk arises. Alternatively, even when revenue reduces, the firm is still able to cover its debt payments.","Business Risk: In practice, business risks would refer to any types of risk that would have a negative impact to business profit. Or, a serious business risk might default the entire operation as well.",C,
182.0,"In considering a firm's capital structure, the firm should increase its _____ which will maximize its value.",stock outstanding,earnings,cash flow from investing,debt,D,"The answer is d. debt.
In considering the firm's capital structure, it should
increase its debt
as it will maximize its value by optimizing the weighted average cost of capital. The debt provides  tax shield benefit  on interest payout to the firm resulting in lowering of the weighted average cost of capital. Except for equity, no other options are components of capital structure, and there is no benefit of tax shield in equity.","Shareholders Value: The Corporates are incorporating""increasing shareholder value""as one of the objectives in the vision statements.  One of the methods of estimating shareholders' value is by calculating the market capitalization of the organization. The return to the shareholder is capital appreciation and dividend payout.",D,
183.0,"In determining the capital structure for an international firm, the managerial objective is to:",minimize exchange rate risk,minimize the risk of expropriation,minimize the overall cost of capital,minimize available local low-cost financing,C,"The answer is c. minimize the overall cost of capital.  When it comes to establishing the optimal capital structure, this is the overriding goal for any organization, regardless of whether it has an international footprint.  By minimizing the overall cost of capital (generally, measured as the weighted average cost of capital), a firm will be optimally positioned sustainably create economic value.","Capital Structure: Capital structure is a phrase used to describe the composition of a firm's sources of financing.  Generally, this boils down to debt and equity.  The former represents corporate borrowing, and the latter represents the issuance of ownership shares in the company.",C,
184.0,Increasing debt financing will do all of the following except:,cause investors to demand a higher interest rate on debt,increase the risk to the firm's common stockholders,cause stockholders to demand a higher return,decrease the firm's cost of common equity,D,"The answer is D.
An increase in debt will raise the default risk in business. That would make shareholders to raise their required rate of return, which aims to offset the additional risk caused by debt.","Debt Financing: In a business, its capital could be obtained from owners' capital or debt financing. Debt financing refers to short-term and long-term borrowings.",D,
185.0,Internal financing is more costly than external financing because of issuance costs.,TRUE,FALSE,,,B,"The statement is FALSE.
External financing will be more expansive compared to the internal financing because there would be issuance costs (flotation cost, relative fees) imposed on new external financing.","Capital Structure: Capital structure indicates how a firm funds its assets by the use of shareholders' funds and external borrowings. An optimal capital structure will minimize the cost of capital, which has a direct impact on valuing new investments.",B,
186.0,Textile Mills borrows money at a rate of 13.5 percent. This interest rate is referred to as the:,current yield.,cost of debt.,capital gains yield.,cost of capital.,B,"The answer is b.
The interest rate on a loan would be treated as the cost of debt, which is accounted for the weighted average cost of capital in a firm. Note that, the cost of debt associated with a bond would be its yield to maturity, but not the interest rate on bond. In the case of bonds, the interest rate is the coupon bond.","Borrowings: Apart from owners' capital, a business might raise funds from borrowings. The term of borrowings would refers to bank loan, commercial papers and bonds. Usually, large corporations would be allowed to issue bonds for additional funds while small businesses would apply for bank loans.",B,
187.0,"The amount of permanent short-term debt, long-term debt, preferred stock, and common stock used to finance a firm defines the firm's:",financial structure,capital structure,target capital structure,optimal financial structure,B,"The amount of permanent short-term debt, long-term debt, preferred stock, and common stock used to finance a firm defines the firm's
b. capital structure
.
The proportion of debt and equity used for financing the assets of a firm is called the capital structure of the firm. The debt may be raised in the form of permanent short-term debt and long-term debt. The equity may be raised in the form of common equity and preferred equity.","Sources of Financing: In the parlance of finance, the total assets of a firm may be financed using various sources of funding. The total assets may also be classified into current and non-current items based on their time till maturity. Also, the common sources of funding are debt and equity.",B,
188.0,The capital structure decision attempts to minimize _____ which maximizes the value of the firm.,leverage costs,the cost of capital,labor costs,compensation packages,B,"The correct answer to the given question is option
b. the cost of capital
.
The objective of any firm is usually to have an optimal capital structure so that the overall cost of capital, which is also called as the weighted average cost of capital (WACC), is minimum. A lower cost of capital helps in increasing the present value of the firm.","Capital Structure: In the parlance of finance, the capital structure is defined as the proportion of sources of funding such as common equity, preferred equity and debt in the overall capital of the firm. This capital is then used to finance the assets and operations of the firm during its economic or useful life.",B,
189.0,The optimal capital structure of a firm is a function of the:,business risk of the firm,tax structure,business risk of the firm and the tax structure,the variability of sales volumes,C,"The correct answer to the given question is
c. business risk of the firm and the tax structure
.
For a firm, the optimal capital structure is the capital structure for which the weighted average cost of capital (WACC) is minimum. The WACC in turn  is usually determined by taking into account the proportion of all sources of funding such as debt, common equity and preferred equity along with their respective costs. The corporate tax rate affects the tax of debt and hence the WACC value.
The cost of debt and equity is governed by the financial risk and business risk associated with the firm. Hence, it can be concluded that the minimum WACC value is governed by the optimum capital structure and the minimum value of WACC is governed by the business risk, financial risk and tax structure of the firm.","Optimal Capital Structure: In the parlance of finance, the capital structure for a firm signifies the mix of sources of funds used for financing the assets and operations of the firm. The sources of funding which may be prominently used are debt and equity. The debt may be raised in the form of bonds or loans while the equity may be raised in the form of common equity or preferred equity.",C,
190.0,The pecking order theory of capital structure predicts that:,"If two firms are equally profitable, the more rapidly growing firm will borrow more, other things equal",Firms prefer equity to debt financing,Risky firms will end up borrowing less,Risky firms will end up borrowing more,A,"The best answer choice is A. If two firms are equally profitable, the more rapidly growing firm will borrow more, other things equal.  Essentially, the pecking order theory of capital structure hypothesizes that a company should prefer the following sources of financing (in the order listed): self-financing via retained earnings, debt financing, and equity financing.","Capital Structure: The phrase ""capital structure"" refers to the mix of debt and equity a firm utilizes to finance its operation.  At one end of the spectrum, you could have 100% equity.  As you move along the spectrum, you can increase debt (and the inherent riskiness of the firm's cash flows).  However, any company must have some level of equity (i.e. ownership).",C,
191.0,"The term ""capital structure"" refers to:",the manner in which a firm obtains its long-term sources of funding.,the length of time needed to repay debt.,whether or not the firm invests in capital budgeting projects.,the types of assets a firm acquires.,A,"The term ""capital structure"" refers to:
A. the manner in which a firm obtains its long-term sources of funding.
The capital structure of a firm indicates the mix or proportion of various sources of funding used to make investments in its assets. These sources of funding are mainly shareholders' equity and liabilities.",Capital Structure: The capital structure of a firm governs the weighted average cost of capital for the funds acquired by it. There is an optimal capital structure for which the weighted average cost of capital is minimal and the value of the firm is maximal.,A,
192.0,The trade-off theory of capital structure predicts that:,Unprofitable firms should borrow more than profitable ones,Safe firms should borrow more than risky ones,Rapidly growing firms should borrow more than mature firms,Increasing leverage increases firm value,B,"The best answer choice is B. Safe firms should borrow more than risky ones.  The logic here is that safe firms can borrow at lower rates than risky ones.  So, the notion of adding more debt (rather than equity) to the capital structure will result in a lower overall cost of capital.",Trade-off Theory of Capital Structure: The trade-off theory of capital structure asserts that a firm should choose how much debt and equity to include in its capital structure based on the costs and benefits associated with the various potential compositions.,B,
193.0,"What proportion of a firm is equity financed if the WACC is 1%, the before-tax cost of debt is 10.77%, the tax rate is 35%, and the required return on equity is 18%?",54.00%,63.64%,70.26%,77.78%,B,"The answer is B.
Assume the WACC is 14%.
WACC = Weight of equity x Cost of equity + (1 - Weight of equity) x Cost of debt x (1 - Tax rate)
14% = Weight of equity x 18% + (1 - Weight of equity) x 10.77% x (1 - 35%)
Weight of equity = 63.64%",Capital Structure: Capital structure refers to the proportion of debt and equity in a business. A high debt-used capital structure will raise the business risk of default,B,
194.0,With an optimal capital structure:,overall capital costs are minimized,the net present value of new projects is minimized,financial leverage is minimized,the weighted cost of capital is maximized,A,"The answer is a.
An optimal capital structure would acquire the financing resources at appropriate weights and affordable costs, which will aim to minimize the weighted average cost of capital (WACC).","Capital Structure: Capital structure refers to the portion of all financing resources that supports the business operation. Usually, it would indicate the percentage of debt and equity over total assets. Some corporations might issue preferred stocks as well.",A,
277.0,"According to the table, what is the socially optimal output level?",4,7,3,0,C,"The correct option is
c. 3
.
We know that at the socially optimal output level, Price = Social Marginal Cost and Social Marginal Cost = Private Marginal Cost + External Marginal Cost
Now, consider the given table in which the socially optional level occurs where P = Social Marginal Cost. That is Q = 3 units.","Social Marginal Cost: In economics, the term social marginal cost is associated with the total cost that the society has to pay for the production of an additional unit or taking other actions in the economy.",B,
278.0,"Economists who do not accept the cost-shifting hypothesis claim that if Medicare reduces the amount it pays physicians, profit-maximizing physicians would likely",increase the prices they charge to higher-paying privately insured patients.,increase the number of Medicare patients they see.,lower the prices they charge to higher-paying privately insured patients.,decrease the number of privately insured patients they see.,A,"The correct answer is
A. increase the prices they charge to higher-paying privately insured patients
This is because to keep the costing at a constant level, the profit maximizing physicians would prefer to charge a higher price from the privately insured patients. This would be done to compensate the reduction in amount paid by the Medicare to the physicians.",Output: The production of products and services for a given period at the equilibrium level is considered as the optimal output. It includes the final production of products and services. An increase in the economic output is the catalyst for an increase in the economic growth.,B,
285.0,"According to signalling theory, a firm with a very positive outlook might tend to use debt financing _____ the normal capital structure.",beyond,equal to,,,A,"Answer
is a. beyond
A firm which has a positive outlook ( that is firm expecting higher profitability) would use debt finance instead of selling stocks.
This is because, if the firm decides to sell stock when profits start accruing, the share price would rise sharply and new shareholders would be benefited as much as the current shareholders. Evidently, the existing shareholders would have benefited  more if the financing had not been through equity.
Therefore it would be more beneficial to the existing shareholders if management uses debt instead of equity to raise the funds","Signalling Theory The signalling theory is based on the premise of asymmetric information.That is, managers in general, have more information than outside investors about the future prospects of a firm. According to this model, financing decisions taken by managers convey future prospects to investors.",A,
,,,,,,,,,A,
287.0,"Firms prefer internal funds, but if forced to raise external capital, they prefer debt rather than equity issuance.",Trade-off theory,Pecking-order hypothesis,,,B,"Answer
is b. Pecking order hypothesis
Pecking order theory states the order of financing normally followed by most firms.
Firms prefer internal financing / retained earnings to external financing.
When financing needs of the firm exceed its retained earnings, it opts for debt finance.
External equity is the last choice.
In other words the pecking order of financing is:
1. Internal finance
2. Debt finance
3. External equity finace","Pecking Order Theory One of the shortcomings of the MM theory of capital structure is that does not consider the costs, taxes and other factors related to debt financing, that exist in reality. Some of the theories that explain the impact of these factors on the capital structure of a firm are: (1) Trade off theory (2) Signalling theory and (3) Pecking order theory",B,
